fen,cp
rnb1kb1r/pppp1ppp/4pn2/8/4P3/2N5/PPPP1P1P/R1BK1BNR w kq - 1 6,-148
rnb1kb1r/pppp1ppp/4pn2/8/2B1P3/2N5/PPPP1P1P/R1BK2NR b kq - 2 6,183
rnb1k2r/pppp1ppp/4pn2/2b5/2B1P3/2N5/PPPP1P1P/R1BK2NR w kq - 3 7,-157
rnb1k2r/pppp1ppp/4pn2/2b5/2B1P3/2N5/PPPPKP1P/R1B3NR b kq - 4 7,168
r1b1k2r/pppp1ppp/2n1pn2/2b5/2B1P3/2N5/PPPPKP1P/R1B3NR w kq - 5 8,-168
r1b1k2r/pppp1ppp/2n1pn2/2b5/2B1P3/2N2N2/PPPPKP1P/R1B4R b kq - 6 8,195
r1b2rk1/pppp1ppp/2n1pn2/2b5/2B1P3/2N2N2/PPPPKP1P/R1B4R w - - 7 9,-159
r1b2rk1/pppp1ppp/2n1pn2/2b5/2B1P3/2NP1N2/PPP1KP1P/R1B4R b - - 0 9,163
r1b2rk1/pppp1ppp/4pn2/2b5/1nB1P3/2NP1N2/PPP1KP1P/R1B4R w - - 1 10,-105
r1b2rk1/pppp1ppp/4pn2/2b5/1n2P3/1BNP1N2/PPP1KP1P/R1B4R b - - 2 10,116
r1b2rk1/ppp2ppp/4pn2/2bp4/1n2P3/1BNP1N2/PPP1KP1P/R1B4R w - - 0 11,-56
r1b2rk1/ppp2ppp/4pn2/2bpP3/1n6/1BNP1N2/PPP1KP1P/R1B4R b - - 0 11,129
r1b2rk1/pppn1ppp/4p3/2bpP3/1n6/1BNP1N2/PPP1KP1P/R1B4R w - - 1 12,-116
r1b2rk1/pppn1ppp/4p3/2bpP3/1n1P4/1BN2N2/PPP1KP1P/R1B4R b - - 0 12,120
r1b2rk1/pppn1ppp/1b2p3/3pP3/1n1P4/1BN2N2/PPP1KP1P/R1B4R w - - 1 13,-68
r1b2rk1/pppn1ppp/1b2p3/3pP3/Nn1P4/1B3N2/PPP1KP1P/R1B4R b - - 2 13,67
r1b2rk1/pppn1ppp/1bn1p3/3pP3/N2P4/1B3N2/PPP1KP1P/R1B4R w - - 3 14,-34
r1b2rk1/pppn1ppp/1Nn1p3/3pP3/3P4/1B3N2/PPP1KP1P/R1B4R b - - 0 14,32
r1b2rk1/ppp2ppp/1nn1p3/3pP3/3P4/1B3N2/PPP1KP1P/R1B4R w - - 0 15,-19
r1b2rk1/ppp2ppp/1nn1p3/3pP3/3P4/1B3N2/PPP2P1P/R1B1K2R b - - 1 15,113
r1b2rk1/ppp2ppp/1n2p3/n2pP3/3P4/1B3N2/PPP2P1P/R1B1K2R w - - 2 16,-48
r1b2rk1/ppp2ppp/1n2p3/n2pP3/3P4/1B3N2/PPP2P1P/R1B2K1R b - - 3 16,103
r4rk1/pppb1ppp/1n2p3/n2pP3/3P4/1B3N2/PPP2P1P/R1B2K1R w - - 4 17,-102
r4rk1/pppb1ppp/1n2p3/n2pP3/3P4/1B3N2/PPP2P1P/R1B3KR b - - 5 17,152
r4rk1/pppb1ppp/4p3/n2pP3/2nP4/1B3N2/PPP2P1P/R1B3KR w - - 6 18,-139
r4rk1/pppb1ppp/4p3/n2pP3/2nP4/PB3N2/1PP2P1P/R1B3KR b - - 0 18,275
r4rk1/pppb1ppp/4p3/3pP3/2nP4/Pn3N2/1PP2P1P/R1B3KR w - - 0 19,-255
r4rk1/pppb1ppp/4p3/3pP3/2nP4/PP3N2/1P3P1P/R1B3KR b - - 0 19,249
r4rk1/pppb1ppp/4p3/n2pP3/3P4/PP3N2/1P3P1P/R1B3KR w - - 1 20,-251
r4rk1/pppb1ppp/4p3/n2pP3/1P1P4/P4N2/1P3P1P/R1B3KR b - - 0 20,356
r4rk1/pppb1ppp/4p3/3pP3/1PnP4/P4N2/1P3P1P/R1B3KR w - - 1 21,-93
r4rk1/pppb1ppp/4p3/3pP3/1PnP4/PP3N2/5P1P/R1B3KR b - - 0 21,92
r4rk1/pppb1ppp/1n2p3/3pP3/1P1P4/PP3N2/5P1P/R1B3KR w - - 1 22,-97
r4rk1/pppb1ppp/1n2p2B/3pP3/1P1P4/PP3N2/5P1P/R5KR b - - 2 22,422
r4rk1/pppb1p1p/1n2p2p/3pP3/1P1P4/PP3N2/5P1P/R5KR w - - 0 23,-432
r4rk1/pppb1p1p/1n2p2p/3pP3/1P1P4/PP3N2/5P1P/3R2KR b - - 1 23,481
r4rk1/ppp2p1p/1nb1p2p/3pP3/1P1P4/PP3N2/5P1P/3R2KR w - - 2 24,-446
r4rk1/ppp2p1p/1nb1p2p/3pP3/PP1P4/1P3N2/5P1P/3R2KR b - - 0 24,417
r4rk1/1pp2p1p/pnb1p2p/3pP3/PP1P4/1P3N2/5P1P/3R2KR w - - 0 25,-404
r4rk1/1pp2p1p/pnb1p2p/3pP3/PP1P4/1P6/5P1P/3RN1KR b - - 1 25,480
r4rk1/1ppn1p1p/p1b1p2p/3pP3/PP1P4/1P6/5P1P/3RN1KR w - - 2 26,-454
r4rk1/1ppn1p1p/p1b1p2p/3pP3/PP1P4/1P1N4/5P1P/3R2KR b - - 3 26,471
3r1rk1/1ppn1p1p/p1b1p2p/3pP3/PP1P4/1P1N4/5P1P/3R2KR w - - 4 27,-370
3r1rk1/1ppn1p1p/p1b1p2p/3pP3/PP1P4/1P1N4/5P1P/5RKR b - - 5 27,497
3r1rk1/1ppn3p/p1b1pp1p/3pP3/PP1P4/1P1N4/5P1P/5RKR w - - 0 28,-477
3r1rk1/1ppn3p/p1b1pp1p/3pP3/PP1P1P2/1P1N4/7P/5RKR b - - 0 28,424
3r2k1/1ppn1r1p/p1b1pp1p/3pP3/PP1P1P2/1P1N4/7P/5RKR w - - 1 29,-402
3r2k1/1ppn1r1p/p1b1pp1p/3pP3/PP1P1P2/1P1N3P/8/5RKR b - - 0 29,408
3r2k1/1ppn1r1p/p1b1p2p/3pp3/PP1P1P2/1P1N3P/8/5RKR w - - 0 30,-396
3r2k1/1ppn1r1p/p1b1p2p/3pP3/PP1P4/1P1N3P/8/5RKR b - - 0 30,398
3r2k1/1ppn2rp/p1b1p2p/3pP3/PP1P4/1P1N3P/7K/5R1R b - - 2 31,392
3r2k1/1pp3rp/p1b1p2p/2npP3/PP1P4/1P1N3P/7K/5R1R w - - 3 32,173
3r2k1/1pp3rp/p1b1p2p/2PpP3/P2P4/1P1N3P/7K/5R1R b - - 0 32,-88
4r1k1/1pp3rp/p1b1p2p/2PpP3/P2P4/1P1N3P/7K/5R1R w - - 1 33,112
4r1k1/1pp3rp/p1b1pR1p/2PpP3/P2P4/1P1N3P/7K/7R b - - 2 33,-100
4r1k1/1pp4p/p1b1pRrp/2PpP3/P2P4/1P1N3P/7K/7R w - - 3 34,159
4r1k1/1pp4p/p1b1pRrp/2PpP3/P2P4/1P1N3P/7K/6R1 b - - 4 34,-69
4r1k1/1pp4p/p1b1pR1p/2PpP3/P2P4/1P1N3P/7K/6r1 w - - 0 35,80
4r1k1/1pp4p/p1b1pR1p/2PpP3/P2P4/1P1N3P/8/6K1 b - - 0 35,-82
4r3/1pp3kp/p1b1pR1p/2PpP3/P2P4/1P1N3P/8/6K1 w - - 1 36,233
4r3/1pp3kp/p1b1pR1p/2PpP3/P2P1N2/1P5P/8/6K1 b - - 2 36,-244
4r3/1ppb2kp/p3pR1p/2PpP3/P2P1N2/1P5P/8/6K1 w - - 3 37,241
4r2k/1ppb3p/p3pR1p/2PpP2N/P2P4/1P5P/8/6K1 w - - 5 38,241
4r2k/1ppb3p/p3p2R/2PpP2N/P2P4/1P5P/8/6K1 b - - 0 38,-83
7k/1ppbr2p/p3p2R/2PpP2N/P2P4/1P5P/8/6K1 w - - 1 39,207
7k/1ppbr2p/p3p2R/2PpP3/P2P1N2/1P5P/8/6K1 b - - 2 39,-155
6k1/1ppbr2p/p3p2R/2PpP3/P2P1N2/1P5P/8/6K1 w - - 3 40,184
6k1/1ppbr2p/p3p3/2PpP3/P2P1N1R/1P5P/8/6K1 b - - 4 40,-135
6k1/1ppb2rp/p3p3/2PpP3/P2P1NR1/1P5P/8/6K1 b - - 6 41,-56
6k1/1ppb3p/p3p3/2PpP3/P2P1NP1/1P6/8/6K1 b - - 0 42,-50
6k1/1ppb3p/4p3/p1PpP3/P2P1NP1/1P6/8/6K1 w - - 0 43,38
6k1/1ppb3p/4p3/p1PpP3/P2P1NP1/1P6/8/7K b - - 1 43,-26
5k2/1ppb3p/4p3/p1PpP3/P2P1NP1/1P6/8/7K w - - 2 44,45
5k2/1ppb3p/4p3/p1PpP1P1/P2P1N2/1P6/8/7K b - - 0 44,2
8/1ppb2kp/4p3/p1PpP1P1/P2P1N2/1P6/8/7K w - - 1 45,4
8/1ppb2kp/4p3/p1PpP1P1/P2P4/1P6/6N1/7K b - - 2 45,276
8/1ppb3p/4p1k1/p1PpP1P1/P2P4/1P6/6N1/7K w - - 3 46,-255
8/1ppb3p/4p1k1/p1PpP1P1/P2P4/1P6/6NK/8 b - - 4 46,348
8/1ppb3p/4p3/p1PpP1k1/P2P4/1P6/6NK/8 w - - 0 47,-325
8/1ppb3p/4p3/p1PpP1k1/P2P4/1P6/6N1/6K1 b - - 1 47,413
8/1ppb3p/4p3/p1PpPk2/P2P4/1P6/6N1/6K1 w - - 2 48,-469
8/1ppb3p/4p3/p1PpP3/P2Pk3/1P2N3/8/6K1 w - - 4 49,-469
8/1ppb3p/4p3/p1PpP3/P2Pk1N1/1P6/8/6K1 b - - 5 49,480
8/1pp4p/2b1p3/p1PpP3/P2Pk1N1/1P6/8/6K1 w - - 6 50,-498
8/1pp4p/2b1pN2/p1PpP3/P2k4/1P6/8/6K1 w - - 0 51,-493
8/1pp4N/2b1p3/p1PpP3/P2k4/1P6/8/6K1 b - - 0 51,500
8/1pp4N/2b1p3/p1Ppk3/P7/1P6/8/6K1 w - - 0 52,-466
8/1pp5/2b1p3/p1Ppk1N1/P7/1P6/8/6K1 b - - 1 52,493
8/1pp5/2b1p3/p1P1k1N1/P2p4/1P6/8/6K1 w - - 0 53,-493
8/1pp5/2b1p3/p1P1k1N1/P2p4/1P6/5K2/8 b - - 1 53,511
4b3/1pp5/4p3/p1P1k1N1/P2p4/1P6/5K2/8 w - - 2 54,-479
4b3/1pp5/4p3/p1P1k1N1/P2p4/1P6/8/6K1 b - - 3 54,529
4b3/1pp5/4p3/p1Pk2N1/P2p4/1P6/8/6K1 w - - 4 55,-519
4b3/1pp5/4p3/p1Pk4/P2p4/1P3N2/8/6K1 b - - 5 55,579
4b3/1pp5/4p3/p1k5/P2p4/1P3N2/8/6K1 w - - 0 56,-505
4b3/1pp5/4p3/p1k1N3/P2p4/1P6/8/6K1 b - - 1 56,551
8/1pp5/2b1p3/p1k1N3/P2p4/1P6/8/6K1 w - - 2 57,-485
8/1pp5/1kb1p3/p7/P2p4/1P1N4/8/6K1 w - - 4 58,-468
8/1pp5/1kb1p3/p7/P2p1N2/1P6/8/6K1 b - - 5 58,528
8/1pp5/1k2p3/p2b4/P2p1N2/1P6/8/6K1 w - - 6 59,-501
8/1pp5/1k6/p2p4/P2p4/1P6/8/6K1 w - - 0 60,-539
8/1pp5/1k6/p2p4/P2p4/1P6/5K2/8 b - - 1 60,561
8/kpp5/8/p2p4/P2p4/1P6/5K2/8 w - - 2 61,-548
8/kpp5/8/p2p4/P2p4/1P3K2/8/8 b - - 3 61,598
8/kp6/8/p1pp4/P2p4/1P3K2/8/8 w - - 0 62,-492
8/kp6/8/p1pp4/P2p4/1P6/4K3/8 b - - 1 62,503
1k6/1p6/8/p1pp4/P2p4/1P6/4K3/8 w - - 2 63,-505
1k6/1p6/8/p1pp4/P2p4/1P1K4/8/8 b - - 3 63,503
k7/1p6/8/p1pp4/P2p4/1P1K4/8/8 w - - 4 64,-500
k7/1p6/8/p1pp4/P2p4/1P6/3K4/8 b - - 5 64,503
k7/8/1p6/p1pp4/P2p4/1P6/3K4/8 w - - 0 65,-501
k7/8/1p6/p1pp4/P2p4/1P6/2K5/8 b - - 1 65,503
8/k7/1p6/p1pp4/P2p4/1P6/2K5/8 w - - 2 66,-499
8/k7/1p6/p1pp4/P2p4/1P6/1K6/8 b - - 3 66,491
8/1k6/1p6/p1pp4/P2p4/1P6/1K6/8 w - - 4 67,-489
8/1k6/1p6/p1pp4/P2p4/1P6/2K5/8 b - - 5 67,491
8/8/kp6/p1pp4/P2p4/1P6/2K5/8 w - - 6 68,-478
8/8/kp6/p1pp4/P2p4/1P6/8/1K6 b - - 7 68,488
8/8/kp6/p1pp4/P7/1P1p4/8/1K6 w - - 0 69,-481
8/8/kp6/p1pp4/P7/1P1p4/1K6/8 b - - 1 69,491
8/8/kp6/p2p4/P1p5/1P1p4/1K6/8 w - - 0 70,-475
8/8/kp6/p2p4/P1P5/3p4/1K6/8 b - - 0 70,512
8/8/kp6/p7/P1p5/3p4/1K6/8 w - - 0 71,-539
8/8/kp6/p7/P1p5/2Kp4/8/8 b - - 1 71,648
8/1k6/1p6/p7/P1p5/2Kp4/8/8 w - - 2 72,-693
8/1k6/1p6/p7/P1p5/3p4/3K4/8 b - - 3 72,675
8/8/1pk5/p7/P1p5/3p4/3K4/8 w - - 4 73,-745
8/8/1pk5/p7/P1p5/3p4/8/4K3 b - - 5 73,728
8/8/1pk5/p7/P7/2pp4/8/4K3 w - - 0 74,-722
8/8/1pk5/p7/P7/2pp4/8/3K4 b - - 1 74,818
8/8/1p6/p1k5/P7/2pp4/8/3K4 w - - 2 75,-873
8/8/1p6/p1k5/P7/2pp4/8/2K5 b - - 3 75,928
8/8/1p6/p7/Pk6/2pp4/8/2K5 w - - 4 76,-936
8/8/1p6/p7/Pk6/2pp4/8/1K6 b - - 5 76,1324
8/8/1p6/p7/Pk6/3p4/2p5/2K5 b - - 1 77,930
8/8/1p6/p7/P7/k2p4/2p5/2K5 w - - 2 78,-929
8/8/1p6/p7/P7/k2p4/2pK4/8 b - - 3 78,932
8/8/1p6/p7/P7/3p4/1kpK4/8 w - - 4 79,-932
8/8/1p6/p7/P7/3K4/1kp5/8 b - - 0 79,914
8/8/1p6/p7/P7/3K4/1k6/2q5 w - - 0 80,-921
8/8/1p6/p7/P7/8/1k2K3/2q5 b - - 1 80,960
8/8/1p5q/p7/P7/8/1k2K3/8 w - - 2 81,-947
8/8/1p5q/p7/P7/8/1k6/5K2 b - - 3 81,925
8/8/1p6/p7/P7/7q/1k6/4K3 b - - 5 82,959
8/8/1p6/p7/P7/6q1/1k6/3K4 b - - 7 83,955
8/8/1p6/p7/P7/5q2/1k6/4K3 b - - 9 84,964
8/8/1p6/p7/P7/1k3q2/8/4K3 w - - 10 85,-947
8/8/1p6/p7/P7/1k3q2/3K4/8 b - - 11 85,962
8/8/1p6/p7/P7/1k1K4/5q2/8 b - - 13 86,964
8/8/1p6/p7/P7/1k1K4/8/4q3 w - - 14 87,-930
8/8/1p6/p7/P2K4/1k6/8/4q3 b - - 15 87,939
8/8/1p6/p7/P2K4/1k6/4q3/8 w - - 16 88,-934
8/8/1p6/p2K4/P7/1k6/4q3/8 b - - 17 88,950
8/8/1p6/p3K3/P1q5/1k6/8/8 b - - 19 89,942
8/8/1p6/p2K4/P4q2/1k6/8/8 b - - 21 90,963
8/8/1p2K3/p7/P7/1k3q2/8/8 b - - 23 91,968
8/8/1p2K3/p7/k7/5q2/8/8 w - - 0 92,-952
8/8/1p6/p3K3/k7/5q2/8/8 b - - 1 92,965
8/8/1p6/p3K3/1k6/5q2/8/8 w - - 2 93,-962
8/8/1p6/p7/1k1K4/5q2/8/8 b - - 3 93,974
8/8/1p6/pk6/3K4/5q2/8/8 w - - 4 94,-1261
8/8/1p6/pk2K3/8/5q2/8/8 b - - 5 94,1268
8/8/kp6/p3K3/8/5q2/8/8 w - - 6 95,-1261
8/8/kp6/p7/3K4/5q2/8/8 b - - 7 95,1055
8/1k6/1p6/p7/3K4/5q2/8/8 w - - 8 96,-1221
8/1k6/1p6/p3K3/8/5q2/8/8 b - - 9 96,1272
8/1k6/1p6/p7/3K4/6q1/8/8 b - - 11 97,1247
8/1k6/1p6/8/p2K4/6q1/8/8 w - - 0 98,-955
8/1k6/1p6/8/p3K3/6q1/8/8 b - - 1 98,947
8/1k6/1p6/8/4K3/p5q1/8/8 w - - 0 99,-9995
8/1k6/1p6/8/3K4/p5q1/8/8 b - - 1 99,9995
8/1k6/1p6/8/3K4/6q1/p7/8 w - - 0 100,-9996
8/1k6/1p6/8/4K3/6q1/p7/8 b - - 1 100,9997
8/1k6/1p6/8/4K3/6q1/8/q7 w - - 0 101,-9998
8/1k6/1p6/3K4/8/6q1/8/q7 b - - 1 101,9998
8/1k6/1p6/4q3/2K5/6q1/8/8 b - - 3 102,9999
r1bqkb1r/pppppppp/2n2n2/8/P7/5NP1/1PPPPP1P/RNBQKB1R b KQkq - 2 3,49
r1bqkb1r/pppp1ppp/2n2n2/4p3/P7/5NP1/1PPPPP1P/RNBQKB1R w KQkq - 0 4,-49
r1bqkb1r/pppp1ppp/2n2n2/4p3/P7/5NP1/1PPPPP1P/RNBQKBR1 b Qkq - 1 4,194
r1bqkb1r/pppp1ppp/2n2n2/8/P3p3/5NP1/1PPPPP1P/RNBQKBR1 w Qkq - 0 5,-180
r1bqkb1r/pppp1ppp/2n2n2/8/P3p2N/6P1/1PPPPP1P/RNBQKBR1 b Qkq - 1 5,180
r1bqk2r/pppp1ppp/2n2n2/2b5/P3p2N/6P1/1PPPPP1P/RNBQKBR1 w Qkq - 2 6,-192
r1bqk2r/pppp1ppp/2n2n2/2b5/P3p3/5NP1/1PPPPP1P/RNBQKBR1 b Qkq - 3 6,494
r1bqk2r/pppp1ppp/2n2n2/2b5/P7/5pP1/1PPPPP1P/RNBQKBR1 w Qkq - 0 7,-475
r1bqk2r/pppp1ppp/2n2n2/2b5/P7/5PP1/1PPP1P1P/RNBQKBR1 b Qkq - 0 7,582
r1bq1rk1/pppp1ppp/2n2n2/2b5/P7/5PP1/1PPP1P1P/RNBQKBR1 w Q - 1 8,-486
r1bq1rk1/pppp1ppp/2n2n2/2b5/P7/2N2PP1/1PPP1P1P/R1BQKBR1 b Q - 2 8,583
r1bq1rk1/ppp2ppp/2n2n2/2bp4/P7/2N2PP1/1PPP1P1P/R1BQKBR1 w Q - 0 9,-592
r1bq1rk1/ppp2ppp/2n2n2/2bp4/P7/2NP1PP1/1PP2P1P/R1BQKBR1 b Q - 0 9,603
r1bq1rk1/ppp2ppp/2n2n2/3p4/P2b4/2NP1PP1/1PP2P1P/R1BQKBR1 w Q - 1 10,-503
r1bq1rk1/ppp2ppp/2n2n2/3p4/P2b4/2NPBPP1/1PP2P1P/R2QKBR1 b Q - 2 10,567
r2q1rk1/ppp2ppp/2n2n2/3p1b2/P2b4/2NPBPP1/1PP2P1P/R2QKBR1 w Q - 3 11,-495
r2q1rk1/ppp2ppp/2n2n2/3p1b2/P2b2P1/2NPBP2/1PP2P1P/R2QKBR1 b Q - 0 11,535
r2q1rk1/ppp2ppp/2n2nb1/3p4/P2b2P1/2NPBP2/1PP2P1P/R2QKBR1 w Q - 1 12,-500
r2q1rk1/ppp2ppp/2n2nb1/3p2P1/P2b4/2NPBP2/1PP2P1P/R2QKBR1 b Q - 0 12,528
r2q1rk1/ppp2ppp/2n2nb1/3p2P1/P7/2PPBP2/2P2P1P/R2QKBR1 b Q - 0 13,529
r2qnrk1/ppp2ppp/2n3b1/3p2P1/P7/2PPBP2/2P2P1P/R2QKBR1 w Q - 1 14,-447
r2qnrk1/ppp2ppp/2n3b1/3p2P1/P2P4/2P1BP2/2P2P1P/R2QKBR1 b Q - 0 14,526
r2q1rk1/ppp2ppp/2nn2b1/3p2P1/P2P4/2P1BP2/2P2P1P/R2QKBR1 w Q - 1 15,-521
r2q1rk1/ppp2ppp/2nn2b1/3p2P1/P2P4/2P1BP2/2PQ1P1P/R3KBR1 b Q - 2 15,558
r2q1rk1/ppp2ppp/2n3b1/3p1nP1/P2P4/2P1BP2/2PQ1P1P/R3KBR1 w Q - 3 16,-496
r2q1rk1/ppp2ppp/2n3b1/3p1nP1/P2P1B2/2P2P2/2PQ1P1P/R3KBR1 b Q - 4 16,518
r2qr1k1/ppp2ppp/2n3b1/3p1nP1/P2P1B2/2P2P2/2PQBP1P/R3K1R1 b Q - 6 17,529
r3r1k1/ppp1qppp/2n3b1/3p1nP1/P2P1B2/2P2P2/2PQBP1P/R3K1R1 w Q - 7 18,-542
r3r1k1/ppp1qppp/2n3b1/3p1nP1/P2P1B2/2P2P2/2PQBP1P/R4KR1 b - - 8 18,546
r3r1k1/ppp1qppp/2nn2b1/3p2P1/P2P1B2/2P2P2/2PQBP1P/R4KR1 w - - 9 19,-485
r3r1k1/ppp1qppp/2nn2b1/3p2P1/P2P1B2/2PB1P2/2PQ1P1P/R4KR1 b - - 10 19,495
r3r1k1/ppp2ppp/2nnq1b1/3p2P1/P2P1B2/2PB1P2/2PQ1P1P/R4KR1 w - - 11 20,-465
r3r1k1/ppp2ppp/2nnq1b1/3p2P1/P2P1B2/2PB1P2/2PQ1P1P/1R3KR1 b - - 12 20,552
r3r1k1/ppp2pp1/2nnq1bp/3p2P1/P2P1B2/2PB1P2/2PQ1P1P/1R3KR1 w - - 0 21,-365
r3r1k1/ppp2pp1/2nnq1bP/3p4/P2P1B2/2PB1P2/2PQ1P1P/1R3KR1 b - - 0 21,353
1r2r1k1/ppp2pp1/2nnq1bP/3p4/P2P1B2/2PB1P2/2PQ1P1P/1R3KR1 w - - 1 22,-275
1r2r1k1/ppp2pp1/2nnq1bP/3pB3/P2P4/2PB1P2/2PQ1P1P/1R3KR1 b - - 2 22,377
1r2r1k1/ppp2pp1/2nn2bP/3pB3/P2P4/2PB1P1q/2PQ1PRP/1R3K2 b - - 4 23,386
1r2r1k1/ppp2pp1/3n2bP/3pn3/P2P4/2PB1P1q/2PQ1PRP/1R3K2 w - - 0 24,-390
1r2r1k1/ppp2pp1/3n2bP/3pP3/P7/2PB1P1q/2PQ1PRP/1R3K2 b - - 0 24,430
1r4k1/ppp2pp1/3n2bP/3pr3/P7/2PB1P1q/2PQ1PRP/1R3K2 w - - 0 25,-442
1r4k1/ppp2pP1/3n2b1/3pr3/P7/2PB1P1q/2PQ1PRP/1R3K2 b - - 0 25,490
1r4k1/ppp2pP1/3n2bq/3pr3/P7/2PB1P2/2PQ1PRP/1R3K2 w - - 1 26,565
1r4k1/ppp2pP1/3n2bQ/3pr3/P7/2PB1P2/2P2PRP/1R3K2 b - - 0 26,-608
1r4k1/ppp2pP1/3n2bQ/3p3r/P7/2PB1P2/2P2PRP/1R3K2 w - - 1 27,623
1r4k1/ppp2pP1/3n2b1/3p3r/P7/2PBQP2/2P2PRP/1R3K2 b - - 2 27,-519
1r4k1/ppp2pP1/3n4/3p3r/P7/2PQ1P2/2P2PRP/1R3K2 b - - 0 28,-477
1r4k1/ppp2pP1/3n4/3p4/P7/2PQ1P1r/2P2PRP/1R3K2 w - - 1 29,606
1r4k1/ppp2pP1/3n4/3Q4/P7/2P2P1r/2P2PRP/1R3K2 b - - 0 29,-587
1r4k1/1pp2pP1/p2n4/3Q4/P7/2P2P1r/2P2PRP/1R3K2 w - - 0 30,598
1r4k1/1pp2pP1/p2n4/2Q5/P7/2P2P1r/2P2PRP/1R3K2 b - - 1 30,-604
2r3k1/1pp2pP1/p2n4/2Q5/P7/2P2P1r/2P2PRP/1R3K2 w - - 2 31,612
2r3k1/1Rp2pP1/p2n4/2Q5/P7/2P2P1r/2P2PRP/5K2 b - - 0 31,-482
2r3k1/1np2pP1/p7/2Q5/P7/2P2P1r/2P2PRP/5K2 w - - 0 32,826
2r3k1/1np2pP1/p7/5Q2/P7/2P2P1r/2P2PRP/5K2 b - - 1 32,-888
3r2k1/1np2pP1/p7/5Q2/P7/2P2P1r/2P2PRP/5K2 w - - 2 33,9989
3r2k1/1np2pP1/p7/4Q3/P7/2P2P1r/2P2PRP/5K2 b - - 3 33,-496
3r2k1/2p2pP1/p2n4/4Q3/P7/2P2P1r/2P2PRP/5K2 w - - 4 34,512
3r2k1/2p2pP1/p2n4/4Q3/P4P2/2P4r/2P2PRP/5K2 b - - 0 34,-380
3r2k1/2p2pP1/p7/4Q3/P1n2P2/2P4r/2P2PRP/5K2 w - - 1 35,525
3r2k1/2Q2pP1/p7/8/P1n2P2/2P4r/2P2PRP/5K2 b - - 0 35,-556
6k1/2Q2pP1/p7/8/P1n2P2/2P4r/2P1KPRP/3r4 b - - 2 36,-562
6k1/2Q2pP1/p7/8/P4P2/2P1n2r/2P1KPRP/3r4 w - - 3 37,9997
2Qr2k1/5pP1/p7/8/P4P2/2P1n2r/2P1KPRP/8 w - - 5 38,9998
3Q4/5pPk/p7/8/P4P2/2P1n2r/2P1KPRP/8 w - - 1 39,9999
8/3Q1pPk/p7/8/P4P2/2P1n2r/2P1KPRP/8 b - - 2 39,-870
8/3Q1pPk/p7/8/P4P2/2P4r/2P1KPnP/8 w - - 0 40,892
8/5pk1/p7/8/P4P2/2P4Q/2P1KPnP/8 w - - 0 41,872
8/5pk1/p7/8/P4P2/2P4Q/2P2PnP/5K2 b - - 1 41,-779
8/5pk1/p7/8/P4n2/2P4Q/2P2P1P/5K2 w - - 0 42,792
8/5pk1/p5n1/8/P5Q1/2P5/2P2P1P/5K2 w - - 2 43,780
8/5p2/p5nk/8/P2Q4/2P5/2P2P1P/5K2 w - - 4 44,782
8/5p2/p4Qnk/8/P7/2P5/2P2P1P/5K2 b - - 5 44,-813
8/5p2/p4Qn1/7k/P7/2P5/2P2P1P/5K2 w - - 6 45,810
8/5Q2/p5n1/7k/P7/2P5/2P2P1P/5K2 b - - 0 45,-833
8/5Q2/p5nk/8/P7/2P5/2P2P1P/5K2 w - - 1 46,864
8/Q7/p5nk/8/P7/2P5/2P2P1P/5K2 b - - 2 46,-745
7n/Q7/p6k/8/P7/2P5/2P2P1P/5K2 w - - 3 47,850
7n/6k1/Q7/8/P7/2P5/2P2P1P/5K2 w - - 1 48,796
8/1Q3nk1/8/8/P7/2P5/2P2P1P/5K2 w - - 3 49,817
8/1Q3nk1/8/8/P7/2P5/2P2P1P/6K1 b - - 4 49,-751
5k2/1Q3n2/8/8/P7/2P5/2P2P1P/6K1 w - - 5 50,751
5k2/5n2/8/8/P7/2P5/2P2PQP/6K1 b - - 6 50,-730
5k2/8/8/4n3/P7/2P5/2P2PQP/6K1 w - - 7 51,754
5k2/8/8/4n3/P7/2P3Q1/2P2P1P/6K1 b - - 8 51,-754
5k2/5n2/8/8/P7/2P3Q1/2P2P1P/6K1 w - - 9 52,783
5k2/5n2/8/8/P1P5/6Q1/2P2P1P/6K1 b - - 0 52,-753
4k3/5n2/8/8/P1P5/6Q1/2P2P1P/6K1 w - - 1 53,780
4k3/5n2/8/2P5/P7/6Q1/2P2P1P/6K1 b - - 0 53,-783
3nk3/8/8/2P5/P7/6Q1/2P2P1P/6K1 w - - 1 54,797
3n4/3k4/8/2P5/P7/4Q3/2P2P1P/6K1 w - - 3 55,780
3n4/4k3/8/2P5/P7/8/2PQ1P1P/6K1 w - - 5 56,889
3nk3/8/3Q4/2P5/P7/8/2P2P1P/6K1 w - - 7 57,1044
3nk3/8/2PQ4/8/P7/8/2P2P1P/6K1 b - - 0 57,-984
4k3/8/2nQ4/8/P7/8/2P2P1P/6K1 w - - 0 58,979
8/4k3/2Q5/8/P7/8/2P2P1P/6K1 w - - 1 59,981
8/4k3/2Q5/P7/8/8/2P2P1P/6K1 b - - 0 59,-1238
3k4/8/2Q5/P7/8/8/2P2P1P/6K1 w - - 1 60,9994
3k4/8/P1Q5/8/8/8/2P2P1P/6K1 b - - 0 60,-9995
8/4k3/P1Q5/8/8/8/2P2P1P/6K1 w - - 1 61,9996
