fen,cp
5rk1/2pr2p1/Qbp4p/3bp3/4Np2/P2P1P2/1P3P1P/2R2RK1 w - - 3 38,429
5rk1/2pr2p1/1bp4p/3bp3/Q3Np2/P2P1P2/1P3P1P/2R2RK1 b - - 4 38,-351
3r1rk1/2p3p1/1bp4p/3bp3/Q3Np2/P2P1P2/1P3P1P/2R2RK1 w - - 5 39,382
3r1rk1/2p3p1/1bp4p/3bp3/Q3Np2/P2P1P2/1P3P1P/2RR2K1 b - - 6 39,-353
3r1rk1/2p3p1/1bp5/3bp2p/Q3Np2/P2P1P2/1P3P1P/2RR2K1 w - - 0 40,490
3r1rk1/2p3p1/1bp5/3bp2p/Q3Np2/P2P1P1P/1P3P2/2RR2K1 b - - 0 40,-414
3r1rk1/2p3p1/1bp5/3bp3/Q3Np1p/P2P1P1P/1P3P2/2RR2K1 w - - 0 41,459
3r1rk1/2p3p1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/2RR2K1 b - - 1 41,-370
3rr1k1/2p3p1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/2RR2K1 w - - 2 42,427
3rr1k1/2p3p1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/1R1R2K1 b - - 3 42,-418
3rr3/2p2kp1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/1R1R2K1 w - - 4 43,456
3rr3/2p2kp1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/1RR3K1 b - - 5 43,-403
3rr3/2p2kp1/1bp5/4p3/4Np1p/P2P1P1P/bPQ2P2/1RR3K1 w - - 6 44,490
3rr3/2p2kp1/1bp5/4p3/4Np1p/P2P1P1P/bPQ2P2/R1R3K1 b - - 7 44,-429
3rr3/2p2kp1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/R1R3K1 w - - 8 45,431
3rr3/2p2kp1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/R2R2K1 b - - 9 45,-386
3rr1k1/2p3p1/1bp5/3bp3/4Np1p/P2P1P1P/1PQ2P2/R2R2K1 w - - 10 46,457
3rr1k1/2p3p1/1bp5/3bp3/P3Np1p/3P1P1P/1PQ2P2/R2R2K1 b - - 0 46,-398
3rr1k1/2p3p1/2p5/3bp3/P2bNp1p/3P1P1P/1PQ2P2/R2R2K1 w - - 1 47,374
3rr1k1/2p3p1/2p5/P2bp3/3bNp1p/3P1P1P/1PQ2P2/R2R2K1 b - - 0 47,-344
3rr3/2p3pk/2p5/P2bp3/3bNp1p/3P1P1P/1PQ2P2/R2R2K1 w - - 1 48,394
3rr3/2p3pk/P1p5/3bp3/3bNp1p/3P1P1P/1PQ2P2/R2R2K1 b - - 0 48,-397
3rr1k1/2p3p1/P1p5/3bp3/3bNp1p/3P1P1P/1PQ2P2/R2R2K1 w - - 1 49,442
3rr1k1/2p3p1/P1p5/3bp3/3bNp1p/3P1P1P/1PQ2P2/RR4K1 b - - 2 49,-411
3rr1k1/2p5/P1p5/3bp1p1/3bNp1p/3P1P1P/1PQ2P2/RR4K1 w - - 0 50,463
3rr2k/2p5/P1p2N2/3bp1p1/3b1p1p/3P1P1P/1PQ2P2/RR4K1 w - - 2 51,559
3rN2k/2p5/P1p5/3bp1p1/3b1p1p/3P1P1P/1PQ2P2/RR4K1 b - - 0 51,-425
4r2k/2p5/P1p5/3bp1p1/3b1p1p/3P1P1P/1PQ2P2/RR4K1 w - - 0 52,456
4r2k/P1p5/2p5/3bp1p1/3b1p1p/3P1P1P/1PQ2P2/RR4K1 b - - 0 52,-411
4r2k/P1p5/8/2pbp1p1/3b1p1p/3P1P1P/1PQ2P2/RR4K1 w - - 0 53,477
4r2k/P1p5/8/2pbp1p1/3b1p1p/3P1P1P/1P2QP2/RR4K1 b - - 1 53,-438
4r2k/Pbp5/8/2p1p1p1/3b1p1p/3P1P1P/1P2QP2/RR4K1 w - - 2 54,470
4r2k/Pbp5/8/2p1p1p1/3b1p1p/3P1P1P/1P2QP1K/RR6 b - - 3 54,-432
1r5k/Pbp5/8/2p1p1p1/3b1p1p/3P1P1P/1P2QP1K/RR6 w - - 4 55,981
1Q6/1bp3k1/8/2p1p1p1/3b1p1p/3P1P1P/1P2QP1K/RR6 w - - 1 56,9994
8/1Qp3k1/8/2p1p1p1/3b1p1p/3P1P1P/1P2QP1K/RR6 b - - 0 56,-9996
8/1Qp3k1/8/2p1p3/3b1ppp/3P1P1P/1P2QP1K/RR6 w - - 0 57,9996
8/2Q5/5k2/2p1p3/3b1ppp/3P1P1P/1P2QP1K/RR6 w - - 1 58,9997
8/2Q5/R7/2p1pk2/3b1ppp/3P1P1P/1P2QP1K/1R6 w - - 3 59,9998
8/2Q5/R7/2p1p1k1/3b1pPp/3P1P2/1P2QP1K/1R6 w - - 1 60,9999
r1bqkbnr/p1pppppp/n7/1N6/6P1/8/PPPPPP1P/R1BQKBNR b KQkq - 0 3,-26
r1bqkbnr/p1ppppp1/n7/1N5p/6P1/8/PPPPPP1P/R1BQKBNR w KQkq - 0 4,105
r1bqkbnr/p1ppppp1/n7/1N5P/8/8/PPPPPP1P/R1BQKBNR b KQkq - 0 4,-40
r1bqkb1r/p1ppppp1/n4n2/1N5P/8/8/PPPPPP1P/R1BQKBNR w KQkq - 1 5,58
r1bqkb1r/p1ppppp1/n4n2/1N5P/3P4/8/PPP1PP1P/R1BQKBNR b KQkq - 0 5,-28
r1bqkb1r/p1p1ppp1/n4n2/1N1p3P/3P4/8/PPP1PP1P/R1BQKBNR w KQkq - 0 6,108
r1bqkb1r/p1p1ppp1/n4n2/1N1p3P/3P4/5N2/PPP1PP1P/R1BQKB1R b KQkq - 1 6,-97
r1bqkb1r/p1p2pp1/n3pn2/1N1p3P/3P4/5N2/PPP1PP1P/R1BQKB1R w KQkq - 0 7,176
r1bqkb1r/p1p2pp1/n3pn2/1N1p3P/3P1B2/5N2/PPP1PP1P/R2QKB1R b KQkq - 1 7,-93
r1bqkb1r/p1p2pp1/n3p3/1N1p3n/3P1B2/5N2/PPP1PP1P/R2QKB1R w KQkq - 0 8,98
r1bqkb1r/p1p2pp1/n3p3/1N1p2Bn/3P4/5N2/PPP1PP1P/R2QKB1R b KQkq - 1 8,-103
r1bqkb1r/p1p2pp1/n3pn2/1N1p2B1/3P4/5N2/PPP1PP1P/R2QKB1R w KQkq - 2 9,116
r1bqkb1r/p1p2pp1/n3pn2/3p2B1/3P4/N4N2/PPP1PP1P/R2QKB1R b KQkq - 3 9,26
1rbqkb1r/p1p2pp1/n3pn2/3p2B1/3P4/N4N2/PPP1PP1P/R2QKB1R w KQk - 4 10,-28
1rbqkb1r/p1p2pp1/n3pn2/3p2B1/3P4/N4N2/PPP1PP1P/R1Q1KB1R b KQk - 5 10,72
1rbqk2r/p1p2pp1/n3pn2/3p2B1/1b1P4/N1P2N2/PP2PP1P/R1Q1KB1R b KQk - 0 11,-81
1rbqk2r/p1p2pp1/n3pn2/3p2B1/3P4/b1P2N2/PP2PP1P/R1Q1KB1R w KQk - 0 12,121
1rbqk2r/p1p2pp1/n3pn2/3p2B1/3P4/P1P2N2/P3PP1P/R1Q1KB1R b KQk - 0 12,-116
1rbq1rk1/p1p2pp1/n3pn2/3p2B1/3P4/P1P2N2/P3PP1P/R1Q1KB1R w KQ - 1 13,309
1rbq1rk1/p1p2pp1/n3pn2/3p2B1/3P4/P1P1PN2/P4P1P/R1Q1KB1R b KQ - 0 13,-224
2bq1rk1/p1p2pp1/nr2pn2/3p2B1/3P4/P1P1PN2/P4P1P/R1Q1KB1R w KQ - 1 14,210
2bq1rk1/p1p2pp1/nr2pn2/3p2B1/3P4/P1PBPN2/P4P1P/R1Q1K2R b KQ - 2 14,-170
1nbq1rk1/p1p2pp1/1r2pn2/3p2B1/3P4/P1PBPN2/P4P1P/R1Q1K2R w KQ - 3 15,199
1nbq1rk1/p1p2pp1/1r2pn2/3p2B1/3PP3/P1PB1N2/P4P1P/R1Q1K2R b KQ - 0 15,-134
1nbq1rk1/p1p2pp1/1r2pn2/6B1/3Pp3/P1PB1N2/P4P1P/R1Q1K2R w KQ - 0 16,91
1nbq1rk1/p1p2pp1/1r2pn2/6B1/3PB3/P1P2N2/P4P1P/R1Q1K2R b KQ - 0 16,-88
2bq1rk1/p1pn1pp1/1r2pn2/6B1/3PB3/P1P2N2/P4P1P/R1Q1K2R w KQ - 1 17,139
2bq1rk1/p1pn1pp1/1r2pn2/6B1/3PB3/P1P2N2/P4P1P/R1Q2RK1 b - - 2 17,39
2b2rk1/p1pnqpp1/1r2pn2/6B1/3PB3/P1P2N2/P4P1P/R1Q2RK1 w - - 3 18,62
2b2rk1/p1pnqpp1/1r2pn2/6B1/2PPB3/P4N2/P4P1P/R1Q2RK1 b - - 0 18,34
2b2rk1/p2nqpp1/1r2pn2/2p3B1/2PPB3/P4N2/P4P1P/R1Q2RK1 w - - 0 19,-43
2b2rk1/p2nqpp1/1r2pn2/2p3B1/2PPB3/P3QN2/P4P1P/R4RK1 b - - 1 19,93
2b2rk1/p2nqpp1/1r2pn2/6B1/2PpB3/P3QN2/P4P1P/R4RK1 w - - 0 20,-63
2b2rk1/p2nqpp1/1r2pn2/6B1/2PNB3/P3Q3/P4P1P/R4RK1 b - - 0 20,59
2b2rk1/p2n1pp1/1r2pn2/2q3B1/2PNB3/P3Q3/P4P1P/R4RK1 w - - 1 21,-61
2b2rk1/p2n1pp1/1r2pn2/2q3B1/2PN4/P3Q3/P4P1P/RB3RK1 b - - 2 21,152
2b2rk1/p2n1pp1/1r2p3/2q3B1/2PN2n1/P3Q3/P4P1P/RB3RK1 w - - 3 22,-164
2b2rk1/p2n1pp1/1r2p3/2q3B1/2PN2n1/P6Q/P4P1P/RB3RK1 b - - 4 22,267
2b2rk1/p2n1pp1/4p3/2q3B1/2PN2n1/P6Q/P4P1P/Rr3RK1 w - - 0 23,-258
2b2rk1/p2n1pp1/4p3/2q3B1/2PN2Q1/P7/P4P1P/Rr3RK1 b - - 0 23,315
2b2rk1/p4pp1/4p3/2q1n1B1/2PN2Q1/P7/P4P1P/Rr3RK1 w - - 1 24,-333
2b2rk1/p4pp1/4p3/2q1n1B1/2PN1Q2/P7/P4P1P/Rr3RK1 b - - 2 24,448
2b2rk1/p4pp1/4p3/2q1n1B1/2PN1Q2/P7/P4P1P/r4RK1 w - - 0 25,-463
2b2rk1/p4pp1/4p3/2q1n1B1/2PN1Q2/P7/P4P1P/R5K1 b - - 0 25,471
2b2rk1/p4pp1/4p3/4n1B1/2Pq1Q2/P7/P4P1P/R5K1 w - - 0 26,-488
2b2rk1/p4pp1/4p3/4n1B1/2PQ4/P7/P4P1P/R5K1 b - - 0 26,490
2b2rk1/p4pp1/4p3/6B1/2PQ4/P4n2/P4PKP/R7 b - - 2 27,458
2b2rk1/p4pp1/4p3/6B1/2PQ4/P7/P2n1PKP/R7 w - - 3 28,581
2b2rk1/p4pp1/4p3/8/2PQ4/P7/P2B1PKP/R7 b - - 0 28,-580
5rk1/p4pp1/b3p3/8/2PQ4/P7/P2B1PKP/R7 w - - 1 29,652
5rk1/p4pp1/b3p3/8/2PQ4/P1B5/P4PKP/R7 b - - 2 29,-586
5rk1/p4pp1/4p3/1b6/2PQ4/P1B5/P4PKP/R7 w - - 3 30,9999
rnbqkb1r/1ppppppp/p4n2/8/8/2PP1N2/PP2PPPP/RNBQKB1R b KQkq - 2 3,-7
rnbqkb1r/1pp1pppp/p4n2/3p4/8/2PP1N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,15
rnbqkb1r/1pp1pppp/p4n2/3p4/5B2/2PP1N2/PP2PPPP/RN1QKB1R b KQkq - 1 4,8
rnbqkb1r/1pp1pp1p/p4n2/3p2p1/5B2/2PP1N2/PP2PPPP/RN1QKB1R w KQkq - 0 5,188
rnbqkb1r/1pp1pp1p/p4n2/3p2B1/8/2PP1N2/PP2PPPP/RN1QKB1R b KQkq - 0 5,-178
rnbqkb1r/1pp1pp1p/p7/3p2Bn/8/2PP1N2/PP2PPPP/RN1QKB1R w KQkq - 1 6,228
rnbqkb1r/1pp1pp1p/p7/3p2Bn/8/2PP4/PP1NPPPP/RN1QKB1R b KQkq - 2 6,-143
rnbqkb1r/1pp1pp2/p6p/3p2Bn/8/2PP4/PP1NPPPP/RN1QKB1R w KQkq - 0 7,150
rnbqkb1r/1pp1pp2/p6p/3p3n/7B/2PP4/PP1NPPPP/RN1QKB1R b KQkq - 1 7,-157
r1bqkb1r/1pp1pp2/p1n4p/3p3n/7B/2PP4/PP1NPPPP/RN1QKB1R w KQkq - 2 8,145
r1bqkb1r/1pp1pp2/p1n4p/3p3n/4P2B/2PP4/PP1N1PPP/RN1QKB1R b KQkq - 0 8,-118
rnbqkb1r/1pp1pp2/p6p/3p3n/4P2B/2PP4/PP1N1PPP/RN1QKB1R w KQkq - 1 9,467
rnbqkb1r/1pp1pp2/p6p/3p3Q/4P2B/2PP4/PP1N1PPP/RN2KB1R b KQkq - 0 9,-503
rnbqkb1r/1pp1pp2/p6p/7Q/4p2B/2PP4/PP1N1PPP/RN2KB1R w KQkq - 0 10,515
rnbqkb1r/1pp1pp2/p6p/7Q/4N2B/2PP4/PP3PPP/RN2KB1R b KQkq - 0 10,-494
rnbqk2r/1pp1ppb1/p6p/7Q/4N2B/2PP4/PP3PPP/RN2KB1R w KQkq - 1 11,474
rnbqk2r/1pp1ppb1/p6p/7Q/3PN2B/2P5/PP3PPP/RN2KB1R b KQkq - 0 11,-466
r1bqk2r/1pp1ppb1/p1n4p/7Q/3PN2B/2P5/PP3PPP/RN2KB1R w KQkq - 1 12,544
r1bqk2r/1pp1ppb1/p1n4p/7Q/3PN2B/2P5/PP1N1PPP/R3KB1R b KQkq - 2 12,-472
r2qk2r/1pp1ppb1/p1n1b2p/7Q/3PN2B/2P5/PP1N1PPP/R3KB1R w KQkq - 3 13,510
r2qk2r/1pp1ppb1/B1n1b2p/7Q/3PN2B/2P5/PP1N1PPP/R3K2R b KQkq - 0 13,-279
3qk2r/1pp1ppb1/r1n1b2p/7Q/3PN2B/2P5/PP1N1PPP/R3K2R w KQk - 0 14,304
3qk2r/1pp1ppb1/r1n1b2p/7Q/P2PN2B/2P5/1P1N1PPP/R3K2R b KQk - 0 14,-245
3q1rk1/1pp1ppb1/r1n1b2p/7Q/P2PN2B/2P5/1P1N1PPP/R3K2R w KQ - 1 15,289
3q1rk1/1pp1ppb1/r1n1b2p/7Q/P2PN2B/2P5/1P1N1PPP/R4RK1 b - - 2 15,-276
5rk1/1pp1ppb1/r1n1b2p/3q3Q/P2PN2B/2P5/1P1N1PPP/R4RK1 w - - 3 16,294
5rk1/1pp1ppb1/r1n1b2p/3Q4/P2PN2B/2P5/1P1N1PPP/R4RK1 b - - 0 16,-260
5rk1/1pp1ppb1/r1n4p/3b4/P2PN2B/2P5/1P1N1PPP/R4RK1 w - - 0 17,274
5rk1/1pp1ppb1/r1n4p/2Nb4/P2P3B/2P5/1P1N1PPP/R4RK1 b - - 1 17,-289
r4rk1/1pp1ppb1/2n4p/2Nb4/P2P3B/2P5/1P1N1PPP/R4RK1 w - - 2 18,313
r4rk1/1pp1ppb1/2n4p/2Nb4/P1PP3B/8/1P1N1PPP/R4RK1 b - - 0 18,-306
r4rk1/1pp1ppb1/2n4p/2N5/P1PP3B/8/1P1N1PbP/R4RK1 w - - 0 19,383
r4rk1/1pp1ppb1/2n4p/2N5/P1PP3B/8/1P1N1PKP/R4R2 b - - 0 19,-328
r4rk1/1pp1pp2/2n4p/2N5/P1Pb3B/8/1P1N1PKP/R4R2 w - - 0 20,352
r4rk1/1pp1pp2/2n4p/8/P1Pb3B/3N4/1P1N1PKP/R4R2 b - - 1 20,-323
r4rk1/1pp1p3/2n4p/5p2/P1Pb3B/3N4/1P1N1PKP/R4R2 w - - 0 21,404
r4rk1/1pp1p3/2n4p/5p2/P1Pb3B/1N1N4/1P3PKP/R4R2 b - - 1 21,-344
r4rk1/1pp5/2n4p/4pp2/P1Pb3B/1N1N4/1P3PKP/R4R2 w - - 0 22,386
r4rk1/1pp5/2n4p/4pp2/P1PN3B/3N4/1P3PKP/R4R2 b - - 0 22,-399
r4rk1/1pp5/2n4p/5p2/P1Pp3B/3N4/1P3PKP/R4R2 w - - 0 23,477
r4rk1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3PKP/R4R2 b - - 1 23,-433
2r2rk1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3PKP/R4R2 w - - 2 24,493
2r2rk1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3P1P/R4RK1 b - - 3 24,-455
2r1r1k1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3P1P/R4RK1 w - - 4 25,498
2r1r1k1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3P1P/R3R1K1 b - - 5 25,-454
2r2rk1/1pp5/2n4p/5p2/P1Pp4/3N2B1/1P3P1P/R3R1K1 w - - 6 26,515
2r2rk1/1pp5/2n4p/P4p2/2Pp4/3N2B1/1P3P1P/R3R1K1 b - - 0 26,-464
2r3k1/1pp5/2n2r1p/P4p2/2Pp4/3N2B1/1P3P1P/R3R1K1 w - - 1 27,535
2r3k1/1pp5/2n2r1p/P1P2p2/3p4/3N2B1/1P3P1P/R3R1K1 b - - 0 27,-491
2r3k1/1pp5/2n3rp/P1P2p2/3p4/3N2B1/1P3P1P/R3R1K1 w - - 1 28,608
2r3k1/1pp5/2n3rp/P1P2p2/3p1N2/6B1/1P3P1P/R3R1K1 b - - 2 28,-485
2r3k1/1pp5/2n2r1p/P1P2p2/3p1N2/6B1/1P3P1P/R3R1K1 w - - 3 29,534
2r3k1/1pp5/2n1Rr1p/P1P2p2/3p1N2/6B1/1P3P1P/R5K1 b - - 4 29,-404
2r3k1/1pp5/2n1r2p/P1P2p2/3p1N2/6B1/1P3P1P/R5K1 w - - 0 30,436
2r3k1/1pp5/2n1N2p/P1P2p2/3p4/6B1/1P3P1P/R5K1 b - - 0 30,-433
4r1k1/1pp5/2n1N2p/P1P2p2/3p4/6B1/1P3P1P/R5K1 w - - 1 31,435
4r1k1/1pN5/2n4p/P1P2p2/3p4/6B1/1P3P1P/R5K1 b - - 0 31,-401
6k1/1pN5/2n4p/P1P2p2/3p4/6B1/1P2rP1P/R5K1 w - - 1 32,390
6k1/1pN5/P1n4p/2P2p2/3p4/6B1/1P2rP1P/R5K1 b - - 0 32,-352
6k1/2N5/p1n4p/2P2p2/3p4/6B1/1P2rP1P/R5K1 w - - 0 33,352
6k1/2N5/R1n4p/2P2p2/3p4/6B1/1P2rP1P/6K1 b - - 0 33,-386
6k1/2N5/R6p/2P2p2/1n1p4/6B1/1P2rP1P/6K1 w - - 1 34,404
R7/2N3k1/7p/2P2p2/1n1p4/6B1/1P2rP1P/6K1 w - - 3 35,359
8/2N3k1/7p/2P2p2/1n1p4/6B1/1P2rP1P/R5K1 b - - 4 35,-345
8/2N3k1/7p/2P2p2/1n6/3p2B1/1P2rP1P/R5K1 w - - 0 36,380
8/6k1/7p/1NP2p2/1n6/3p2B1/1P2rP1P/R5K1 b - - 1 36,-356
8/6k1/7p/1NP2p2/1n6/6B1/1P1prP1P/R5K1 w - - 0 37,464
8/6k1/7p/1NP2p2/1n6/6B1/1P1prP1P/R4K2 b - - 1 37,-429
8/6k1/7p/1NP2p2/1n6/6B1/1P1p1P1P/4RK2 b - - 0 38,-541
8/6k1/7p/1NP2p2/1n6/6B1/1P3P1P/4K3 b - - 0 39,-539
8/6k1/7p/1NP5/1n3p2/6B1/1P3P1P/4K3 w - - 0 40,530
8/6k1/7p/1NP5/1n3p2/6BP/1P3P2/4K3 b - - 0 40,-368
8/6k1/7p/1NP5/1n6/6pP/1P3P2/4K3 w - - 0 41,360
8/6k1/7p/1NP5/1n6/6PP/1P6/4K3 b - - 0 41,-338
8/6k1/7p/1NP5/8/3n2PP/1P6/5K2 b - - 2 42,-284
8/6k1/7p/1Nn5/8/6PP/1P6/5K2 w - - 0 43,322
8/6k1/3N3p/2n5/8/6PP/1P6/5K2 b - - 1 43,-300
8/6k1/3N4/2n4p/8/6PP/1P6/5K2 w - - 0 44,342
4N3/5k2/8/2n4p/8/6PP/1P6/5K2 w - - 2 45,252
8/2N2k2/8/2n4p/8/6PP/1P6/5K2 b - - 3 45,-273
8/2N2k2/8/7p/8/3n2PP/1P6/5K2 w - - 4 46,271
8/2N2k2/8/7p/8/1P1n2PP/8/5K2 b - - 0 46,-255
8/2N2k2/8/2n4p/8/1P4PP/8/5K2 w - - 1 47,315
8/2N2k2/8/2n4p/1P6/6PP/8/5K2 b - - 0 47,-331
8/2N2k2/8/7p/1P2n3/6PP/8/5K2 w - - 1 48,356
8/2N2k2/8/7p/1P2n3/6PP/6K1/8 b - - 2 48,-366
8/2N2k2/8/7p/1P6/2n3PP/6K1/8 w - - 3 49,378
8/2N2k2/8/7p/1P6/2n3PP/7K/8 b - - 4 49,-291
8/2N1k3/8/7p/1P6/2n3PP/7K/8 w - - 5 50,297
8/4k3/N7/7p/1P6/2n3PP/7K/8 b - - 6 50,-261
8/4k3/N7/3n3p/1P6/6PP/7K/8 w - - 7 51,345
8/4k3/N7/1P1n3p/8/6PP/7K/8 b - - 0 51,-274
8/5k2/N7/1P1n3p/8/6PP/7K/8 w - - 1 52,361
8/5k2/8/1PNn3p/8/6PP/7K/8 b - - 2 52,-366
6k1/8/8/1PNn3p/8/6PP/7K/8 w - - 3 53,403
6k1/8/8/1PNn3p/8/6PP/8/6K1 b - - 4 53,-393
8/5k2/8/1PNn3p/8/6PP/8/6K1 w - - 5 54,394
8/5k2/8/1P1n3p/8/3N2PP/8/6K1 b - - 6 54,-389
6k1/8/8/1P1n3p/8/3N2PP/8/6K1 w - - 7 55,461
6k1/8/8/1P1n3p/5N2/6PP/8/6K1 b - - 8 55,-459
6k1/8/8/1P5p/5n2/6PP/8/6K1 w - - 0 56,679
6k1/8/8/1P5p/5P2/7P/8/6K1 b - - 0 56,-684
8/5k2/8/1P5p/5P2/7P/8/6K1 w - - 1 57,650
8/5k2/1P6/7p/5P2/7P/8/6K1 b - - 0 57,-704
5k2/8/1P6/7p/5P2/7P/8/6K1 w - - 1 58,703
5k2/1P6/8/7p/5P2/7P/8/6K1 b - - 0 58,-710
6k1/1P6/8/7p/5P2/7P/8/6K1 w - - 1 59,706
1Q6/5k2/8/7p/5P2/7P/8/6K1 w - - 1 60,715
8/5k2/8/4Q2p/5P2/7P/8/6K1 b - - 2 60,-712
8/8/6k1/4Q2p/5P2/7P/8/6K1 w - - 3 61,733
8/5k2/8/6Qp/5P2/7P/8/6K1 w - - 5 62,717
8/5k2/7Q/7p/5P2/7P/8/6K1 b - - 6 62,-718
8/5k2/7Q/8/5P1p/7P/8/6K1 w - - 0 63,784
8/5k2/7Q/5P2/7p/7P/8/6K1 b - - 0 63,-808
4k3/8/7Q/5P2/7p/7P/8/6K1 w - - 1 64,1143
4k3/8/5P1Q/8/7p/7P/8/6K1 b - - 0 64,-1198
8/5k2/5P1Q/8/7p/7P/8/6K1 w - - 1 65,1136
8/6Q1/4kP2/8/7p/7P/8/6K1 w - - 3 66,1147
8/5PQ1/4k3/8/7p/7P/8/6K1 b - - 0 66,-9994
8/5PQ1/3k4/8/7p/7P/8/6K1 w - - 1 67,9994
5Q2/6Q1/8/3k4/7p/7P/8/6K1 w - - 1 68,9997
2Q5/6Q1/8/3k4/7p/7P/8/6K1 b - - 2 68,-9998
2Q5/6Q1/8/8/4k2p/7P/8/6K1 w - - 3 69,9998
8/6Q1/8/8/2Q4p/4k2P/8/6K1 w - - 5 70,9999
r1bqkbnr/ppp1pppp/2n5/3p4/7P/2N1P3/PPPP1PP1/R1BQKBNR b KQkq - 1 3,92
r1bqkbnr/ppp2ppp/2n5/3pp3/7P/2N1P3/PPPP1PP1/R1BQKBNR w KQkq - 0 4,-99
r1bqkbnr/ppp2ppp/2n5/3pp3/3P3P/2N1P3/PPP2PP1/R1BQKBNR b KQkq - 0 4,102
r1bqkbnr/ppp2ppp/2n5/3p4/3Pp2P/2N1P3/PPP2PP1/R1BQKBNR w KQkq - 0 5,-103
r1bqkbnr/ppp2ppp/2n5/1B1p4/3Pp2P/2N1P3/PPP2PP1/R1BQK1NR b KQkq - 1 5,114
r1bqk1nr/ppp1bppp/2n5/1B1p4/3Pp2P/2N1P3/PPP2PP1/R1BQK1NR w KQkq - 2 6,-95
r1bqk1nr/ppp1bppp/2n5/1B1p4/3Pp2P/2N1P3/PPP2PP1/R1BQ1KNR b kq - 3 6,155
r1bqk1nr/ppp2ppp/2n5/1B1p4/3Pp2b/2N1P3/PPP2PP1/R1BQ1KNR w kq - 0 7,32
r1bqk1nr/ppp2ppp/2n5/1B1p4/1P1Pp2b/2N1P3/P1P2PP1/R1BQ1KNR b kq - 0 7,224
r1b1k1nr/ppp2ppp/2n2q2/1B1p4/1P1Pp2b/2N1P3/P1P2PP1/R1BQ1KNR w kq - 1 8,-176
r1b1k1nr/p1p2ppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P2PP1/R1BQ1KNR w kq - 0 9,-235
r1b1k1nr/p1p2ppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P2PP1/R1B1QKNR b kq - 1 9,252
r1b1k2r/p1p1nppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P2PP1/R1B1QKNR w kq - 2 10,-243
r1b1k2r/p1p1nppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P1NPP1/R1B1QK1R b kq - 3 10,257
r1b2rk1/p1p1nppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P1NPP1/R1B1QK1R w - - 4 11,-231
r1b2rk1/p1p1nppp/2p2q2/3p4/1P1Pp2b/2N1P3/P1P1NPP1/R1B1Q1KR b - - 5 11,256
r1b2rk1/p1p1nppp/2p2q2/3p2b1/1P1Pp3/2N1P3/P1P1NPP1/R1B1Q1KR w - - 6 12,-243
r1b2rk1/p1p1nppp/2p2q2/3p2b1/1P1Pp3/2N1P3/PBP1NPP1/R3Q1KR b - - 7 12,289
r4rk1/p1p1nppp/2p1bq2/3p2b1/1P1Pp3/2N1P3/PBP1NPP1/R3Q1KR w - - 8 13,-222
r4rk1/p1p1nppp/2p1bq2/3p2b1/1P1Pp3/2N1P1N1/PBP2PP1/R3Q1KR b - - 9 13,238
r4rk1/p1p2ppp/2p1bq2/3p1nb1/1P1Pp3/2N1P1N1/PBP2PP1/R3Q1KR w - - 10 14,-232
r4rk1/p1p2ppp/2p1bq2/3p1Nb1/1P1Pp3/2N1P3/PBP2PP1/R3Q1KR b - - 0 14,237
r4rk1/p1p2ppp/2p1b3/3p1qb1/1P1Pp3/2N1P3/PBP2PP1/R3Q1KR w - - 0 15,-225
r4rk1/p1p2ppp/2p1b3/3p1qb1/1P1Pp3/4P3/PBP1NPP1/R3Q1KR b - - 1 15,230
r4rk1/p1p2ppp/2p1b3/3p2b1/1P1Pp1q1/4P3/PBP1NPP1/R3Q1KR w - - 2 16,-208
r4rk1/p1p2ppp/2p1b3/3p2b1/1P1Pp1q1/4P3/PBPQNPP1/R5KR b - - 3 16,235
r4rk1/p1p1bppp/2p1b3/3p4/1P1Pp1q1/4P3/PBPQNPP1/R5KR w - - 4 17,-223
r4rk1/p1p1bppp/2p1b3/3p4/1P1Pp1q1/4P3/PBP1NPP1/R2Q2KR b - - 5 17,289
r4rk1/p1p2ppp/2p1b3/3p4/1b1Pp1q1/4P3/PBP1NPP1/R2Q2KR w - - 0 18,-276
r4rk1/p1p2ppp/2p1b3/3p4/1b1PpNq1/4P3/PBP2PP1/R2Q2KR b - - 1 18,369
r4rk1/p1p2ppp/2p1b3/b2p4/3PpNq1/4P3/PBP2PP1/R2Q2KR w - - 2 19,-202
