fen,cp
r3kbnr/4p1p1/bppp1p1p/1q6/1PQP4/p2PB1P1/P1P1KP1P/RN4NR w k - 2 16,69
r3kbnr/4p1p1/bppp1p1p/1q6/1PQP4/p2PB1PP/P1P1KP2/RN4NR b k - 0 16,302
r3kbnr/4p3/bppp1ppp/1q6/1PQP4/p2PB1PP/P1P1KP2/RN4NR w k - 0 17,92
r3kbnr/8/bppppppp/1q6/1PQP1P2/p2PB1PP/P1P1K3/RN4NR w k - 0 18,88
r3kbnr/8/bppppppp/1q6/1PQP1P2/p2PB1PP/P1PNK3/R5NR b k - 1 18,69
r4bnr/3k4/bpppppp1/1q1P3p/1PQ2P2/p2PB1PP/P1PNK3/R5NR w - - 0 20,158
r4bnr/3k4/bBppppp1/1q1P3p/1PQ2P2/p2P2PP/P1PNK3/R5NR b - - 0 20,350
r4bnr/3k4/bBppp1p1/1q1P1p1p/1PQ2P2/p2P1KPP/P1PN4/R5NR b - - 1 21,334
r3kbnr/8/bBppp1p1/1Q1P1p1p/1P3P2/p2P1KPP/P1PN4/R5NR b - - 0 22,-108
r3kb1r/8/bBppp1pn/1Q1P1p1p/1P3P2/p2P1KPP/P1PN4/R5NR w - - 1 23,948
r3kb2/7r/b1ppp1pn/1QBP1p1p/1P3P2/p2P1KPP/P1PN4/R5NR w - - 3 24,911
r3kb2/7r/b1ppp1pn/1QBP1p1p/1P3P2/p2PK1PP/P1PN4/R5NR b - - 4 24,-3
4kb2/r6r/b1ppp1pn/1QBP1p1p/1P3P2/p2PK1PP/P1PN4/R5NR w - - 5 25,763
4kb2/rr6/b1pp2pn/1Q1p1p1p/1P1B1P2/p2PKNPP/P1P5/R5NR b - - 3 27,-294
1r2kb2/7r/b1pp2pn/1Q1p1pNp/1P3P2/p2PK1PP/PBP5/R5NR b - - 7 29,-150
4kb2/7r/br1p1Bpn/1p1p1pNp/1P3P2/p2PK1PP/P1P5/R5NR w - - 0 31,573
4kb2/7r/br1p1Bpn/1p1p1pN1/1P3P1p/p2P2PP/P1P5/R2K2NR b - - 1 32,-281
4kb2/7r/br1p1Bpn/1p1p1pN1/1P3P2/p2P2pP/P1P5/R2K2NR w - - 0 33,486
4kb2/7r/bBrp2pn/1p1p1pN1/1P3P2/p2P2pP/P1P5/R2K2NR b - - 3 34,81
4kb2/8/b1rp1rpn/1p1p1pN1/1P1B1P2/p2P2pP/P1P5/R2K2NR b - - 7 36,-255
4kb2/1b6/2rp1rpn/1p1p1pN1/1PPB1P2/p2P2pP/P7/R2K2NR b - - 0 37,-135
4kb2/1b6/2rp1rpn/1p3pN1/1PpB1P2/p2P2pP/P7/R2K2NR w - - 0 38,140
4kb2/1b6/2r2rpn/1p1p1pNP/1PpB1P2/p2P2p1/P7/R2K2NR b - - 0 39,210
2r1kb2/1b6/1B3rpn/1p1p1pNP/1Pp2P2/p2P2p1/P7/R2K2NR b - - 2 40,506
2r2b2/1b2k3/1B3rpn/1p1p1pNP/1Pp2P2/p2P2p1/P7/R2K2NR w - - 3 41,-167
2r2b2/1b2k3/1B3rpn/1p1p1pNP/1Pp2P2/p2P2p1/P3N3/R2K3R b - - 4 41,495
2r2b2/1b6/1B1k1rpn/1p1p1pNP/1Pp2P2/p2P2p1/P3N3/R2K3R w - - 5 42,-51
2r2b2/1b5N/1B1k1rpn/1p1p1p1P/1Pp2P2/p2P2p1/P3N3/R2K3R b - - 6 42,53
2r2bn1/1b5N/1B1k1rp1/1p1p1p1P/1Pp2P2/p2P2p1/P3N3/R2K3R w - - 7 43,133
2r2bn1/1b5N/1B1k1rp1/1p3p1P/1Ppp1P2/p2P2p1/P3N3/R2KR3 w - - 0 44,85
2r2bn1/1b5N/1B1k1rp1/1p3p1P/1Ppp1P2/p2P2p1/P3N3/1R1KR3 b - - 1 44,163
3r1bn1/1b5N/1B1k1rp1/1p3p1P/1Ppp1P2/p2P2p1/P2KN3/1R2R3 b - - 3 45,-198
3r1bn1/Bb5N/3kr1p1/1p3p1P/1Ppp1P2/p2P2p1/P2KN3/1R2R3 b - - 5 46,251
3r1bn1/8/1B1k1rp1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/1R2R3 b - - 9 48,50
3r1bn1/5r2/1B1k2p1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/1R1R4 b - - 11 49,95
3r2n1/5rb1/1B1k2p1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/1R1R4 w - - 12 50,268
3r2n1/5rb1/1B1k2p1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/1R5R b - - 13 50,158
3r1bn1/5r2/1B1k2p1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/1R5R w - - 14 51,321
3r1bn1/5r2/1B1k2p1/1p1b1pNP/1Ppp1P2/p2P2p1/P2KN3/2R4R b - - 15 51,107
3r2n1/4r3/1B1k2pb/1p1b1pNP/1PPp1P2/p5p1/P2KN3/2R4R w - - 1 53,384
3r2n1/B3r3/3k2pb/1p1b1pNP/1PPp1P2/p5p1/P2KN3/2R4R b - - 2 53,230
3r2n1/B3r3/3k2p1/1p1b1pbP/1PPp1P2/p5p1/P2KN3/2R4R w - - 0 54,94
3r2n1/B3r3/3k2p1/1p1b1pbP/1PPp1P2/p5p1/P2KN2R/2R5 b - - 1 54,597
1B1r2n1/2r5/3k2p1/1p3pbP/1PPp1P2/p1R2bp1/P2KN2R/8 b - - 5 56,839
1B1r2n1/2r5/3k2p1/1p3pbP/1PPp1P2/p1R3p1/P2KN1bR/8 w - - 6 57,50
1B1r2n1/2r5/3k2p1/1p3pbP/1PPp1P2/pR4p1/P2KN1bR/8 b - - 7 57,649
1B1r2n1/2r5/3k2pb/1p3p1P/1PPp1P2/pR4p1/P2KN1bR/8 w - - 8 58,-3
1B1r2n1/2r5/3k2pb/1p3p1P/1PPp1P2/pR4p1/P3N1bR/3K4 b - - 9 58,719
1B1r2n1/2r5/4k1pb/1p3p1P/1PPp1P2/pR4p1/P3N1bR/3K4 w - - 10 59,-238
rnbqkbnr/1pp1p2p/6p1/p2p1p2/8/1PNPP3/P1P2PPP/R1BQKBNR w KQkq - 0 5,34
rnbqkbnr/1pp1p2p/6p1/p2p1p2/8/1PNPP3/PBP2PPP/R2QKBNR b KQkq - 1 5,-18
rnbqkbnr/1pp1p2p/6p1/p2p4/5p2/1PNPP3/PBP2PPP/R2QKBNR w KQkq - 0 6,226
rnbqkbnr/1pp1p2p/6p1/p2p4/5p2/1PNPP3/P1P2PPP/R1BQKBNR b KQkq - 1 6,54
r1bqkbnr/1p1np2p/6p1/p1pp4/5p2/1PNPP3/P1P1QPPP/R1B1KBNR b KQkq - 3 8,123
r1bqkbnr/1p2p2p/5np1/p1pp4/5p2/1PNPP3/P1P1QPPP/R1B1KBNR w KQkq - 4 9,60
2bqkbnr/rp2p2p/5np1/p1pp4/P4p2/1PNPP2P/2P1QPP1/R1B1KBNR b KQk - 0 10,-29
3qkbnr/r3p2p/6p1/pppp4/P3npb1/1P1PP2P/N1P1QPP1/R1BK1BNR w k - 4 13,392
3qkbnr/r3p2p/6p1/pppp4/P3npb1/1P1PP2P/N1P1QPPR/R1BK1BN1 b k - 5 13,657
3qkbnr/r3p2p/6p1/p1pp4/Pp2npb1/1P1PP2P/N1P1QPPR/R1BK1BN1 w k - 0 14,328
3qkbnr/r3p2p/6p1/p1pp4/Pp3p2/1P1PP1PP/N1PB1n1R/R2bKBN1 w k - 2 17,-645
3qkbnr/r3p2p/6p1/p1pp4/Pp3p2/1PPPP1Pn/N2B3R/R2K1BN1 b k - 0 18,682
4k1nr/r1q1p1bp/6p1/p1pp3R/Pp3p2/1PPPP1P1/N1KB4/R4BN1 b k - 2 21,645
4k1nr/r1q1p1bp/6p1/p1pp3R/Pp6/1PPPPpP1/N1KB4/R4BN1 w k - 0 22,-440
4k1nr/r1q1p2p/5bp1/p1pp4/Pp6/1PPPPpPR/N1KB4/R4BN1 w k - 2 23,-414
3k2nr/r1q1p2p/5bp1/p1pp4/Pp6/1PPPPpPR/N1KB4/3R1BN1 w - - 4 24,-340
3k2nr/r1q1p2p/5bp1/p1pp4/PP6/1P1PPpPR/N1KB4/3R1BN1 b - - 0 24,455
3k2nr/r3p2p/2q2bp1/p2p4/Pp6/1PBPPpPR/N1K5/3R1BN1 w - - 2 26,-544
6nr/r2kp2p/2q2bp1/p2p4/Pp5R/1PBPPpP1/N1KR4/5BN1 b - - 5 27,605
2k3nr/r3p3/2q2bp1/p6p/PN1p4/1PBPPpP1/2KR4/5BNR w - - 0 30,500
2k3nr/r3p3/3q1bp1/p6p/PN1p4/1PBPPpP1/3RB3/3K2NR b - - 3 31,728
2k3nr/2r1p3/3q1bp1/p6p/PN1p4/1PBPPpP1/3RB3/3K2NR w - - 4 32,-537
2k4r/2r1p3/3q1bpn/p6p/PN1p2P1/1PBPPp2/3RB3/3K2NR w - - 1 33,-615
2k4r/2r1p3/N2q1bpn/p6p/P2p2P1/1PBPPp2/3RB3/3K2NR b - - 2 33,756
2k4r/4p3/N5pn/p1r4p/P2p2Pb/1P1PPpq1/3RB3/2BK2NR w - - 7 36,-361
2k4r/4p3/N5pn/p1r4p/P2p2Pb/1P1PPpq1/1B1RB3/3K2NR b - - 8 36,9999
2k4r/4p3/N5pn/p6p/P2p2Pb/1P1PPpq1/3RB3/2K3NR b - - 0 38,448
2k4r/4p3/N5pn/p3q2p/P2p2Pb/1P1PPp2/3RB3/2K3NR w - - 1 39,-69
2k4r/4p3/N5pn/p3q2p/P2p2Pb/1P1PPp2/3R4/2KB2NR b - - 2 39,439
2k4r/4p3/N5p1/p3qn1p/P2p2Pb/1P1PPp2/3R4/2KB2NR w - - 3 40,88
7r/1kN1p3/3n2p1/p3q2p/P2p2Pb/1P1PPp2/6R1/2KB2NR w - - 7 42,-291
7r/1kN1p3/3n2p1/p3q2p/P2pP1Pb/1P1P1p2/6R1/2KB2NR b - - 0 42,717
N1n4r/1k2p3/6p1/p3q2p/P2pP1Pb/1P1P1p2/6R1/2KB2NR b - - 2 43,686
N1n4r/1k2p3/3q2p1/p6p/P2pP1Pb/1P1P1p2/2K3R1/3B2NR b - - 4 44,626
N1n4r/4p3/k2q2p1/p6p/P2pP1Pb/1P1P1p2/1K4R1/3B2NR w - - 9 47,-145
N1n4r/4p3/k2q2p1/p6p/P2pP1Pb/1P1P1p1R/1K4R1/3B2N1 b - - 10 47,565
N1nq3r/4p3/k5p1/p6p/P2pP1Pb/1P1P1R2/1K4R1/3B2N1 b - - 0 48,324
N1nq4/4p2r/k5p1/p6p/P2pP1Pb/1P1P1R2/1K4R1/3B2N1 w - - 1 49,-182
N1nq4/4p2r/k4Rp1/p6p/P2pP1Pb/1P1P4/1K4R1/3B2N1 b - - 2 49,458
N1nq4/k3p2r/5Rp1/p6p/P2pP1Pb/1P1P4/1K4R1/3B2N1 w - - 3 50,-227
N1nq1R2/k3p2r/6p1/p6p/P2pP1P1/1P1P2b1/1K4R1/3B2N1 w - - 5 51,542
N1n5/k1q1pr2/6p1/p6p/P2pP1P1/1P1P1Rb1/1K4R1/3B2N1 w - - 9 53,671
N1n5/k3pr2/1q4p1/p6p/P2pP1P1/1P1P1Rb1/1K2B1R1/6N1 w - - 11 54,633
N1n5/k3pr2/1q4p1/p6p/P2pP1P1/KP1P1Rb1/4B1R1/6N1 b - - 12 54,753
Nqn5/k3pr2/6p1/p6p/P2pP1P1/KP1P1Rb1/4B1R1/6N1 w - - 13 55,-214
Nqn5/kr6/4p1p1/p6p/P2pP1P1/KP1P2b1/4B1R1/5RN1 b - - 3 57,9995
Nqn5/k4r2/4p1p1/p6p/P2pP1P1/KP1P2b1/4B1R1/5RN1 w - - 4 58,52
Nqn5/k7/4p1p1/p6P/P2pPr2/KP1P2b1/4B2R/5RN1 b - - 2 59,636
rnbqkb1r/p1pp1ppp/5n2/1p2p3/8/1PP3P1/P2PPP1P/RNBQKBNR w KQkq - 1 4,-20
r1bqkb1r/p1pp1ppp/2n2n2/1p2p3/8/1PP3PP/P2PPP2/RNBQKBNR w KQkq - 1 5,-47
r1bqkb1r/p1p2ppp/2np1n2/1p6/4p1P1/1PPP3P/P2KPP2/RNBQ1BNR b kq - 0 7,159
r1bqkb1r/p1p2ppp/2np4/1p5n/4p1P1/BPPP3P/P2KPP2/RN1Q1BNR b kq - 2 8,105
r1bqkb1r/p1p2ppp/2np4/1p5n/6P1/BPPPP2P/P2KP3/RN1Q1BNR b kq - 0 9,52
r2qkb1r/p1pb1ppp/2np4/1p5n/6P1/BPPPP2P/P2KP3/RN1Q1BNR w kq - 1 10,381
r2qkb1r/p1pb1ppp/2np4/1p5n/6PP/BPPPP3/P2KP3/RN1Q1BNR b kq - 0 10,149
r3kb1r/p1pbqppp/2np4/1p5n/6PP/BPPPP3/P2KP3/RN1Q1BNR w kq - 1 11,307
r3kb1r/p1pbqpp1/2np3p/1p5n/6PP/BPPPP3/P1QKP3/RN3BNR w kq - 0 12,329
r3kb1r/p1pb1pp1/2npq2p/1p4Pn/7P/BPPPP3/P1QKP3/RN3BNR w kq - 1 13,-18
r3kb1r/p1pb1pp1/2npq2p/1pB3Pn/7P/1PPPP3/P1QKP3/RN3BNR b kq - 2 13,469
r2k1b1r/p1pb1pp1/2npq2p/1pB3Pn/7P/1PPPP3/P1QKP3/RN3BNR w - - 3 14,-181
r2k1b1r/B1pb1pp1/2npq2p/1p4Pn/7P/1PPPP3/P1QKP3/RN3BNR b - - 0 14,374
r2k1b1r/2pb1pp1/1Bnp3p/1p1q2Pn/7P/1PPPP3/P1QKP3/RN3BNR b - - 2 15,536
r2k1b1r/2pb1pp1/1Bnp3p/1p4Pn/7P/1PPqP3/P1QKP3/RN3BNR w - - 0 16,460
r2kbb1r/2p2pp1/1Bn4p/1p1p2Pn/2P4P/1P1QP3/P2KP3/RN3BNR w - - 1 18,585
r2kbb1r/2p2pp1/1Bn4p/1p1Q2Pn/2P4P/1P2P3/P2KP3/RN3BNR b - - 0 18,-516
r1k1b2r/2B2pp1/2nb3p/1p1Q2Pn/2P4P/1P2P3/P2KP3/RN3BNR w - - 1 20,814
r1k1bb1r/2B2pp1/2n4p/1p1Q2Pn/2P4P/1P2P3/P2KP1B1/RN4NR w - - 3 21,632
r1k2b1r/2Bb1pp1/2nQ3p/1p4Pn/2P4P/1P2P3/P2KP1B1/RN4NR w - - 5 22,588
r1kB1b1r/n2b1pp1/3Q3p/1p3nP1/2P4P/1P2P2B/P2KP3/RN4NR w - - 11 25,9999
r1kB1b1r/n2b1pp1/3Q3p/1p3nP1/2P4P/1P2P2B/P1K1P3/RN4NR b - - 12 25,-62
r1kB1b1r/n2b1pp1/3n4/1p4Pp/2P4P/1P2P2B/P1K1P3/RN1Q2NR w - - 2 27,633
r1kB1b1r/n4pp1/3n4/1p3bPp/P1P4P/1P2P2B/2K1P3/RN1Q2NR w - - 1 28,623
r1kB1b1r/n4pp1/3n4/1p3bPp/P1P1P2P/1P5B/2K1P3/RN1Q2NR b - - 0 28,-580
r2k1b1r/n4pp1/3n4/1p4Pp/P1P1P2P/1P1Q3b/2K1P3/RN4NR w - - 0 30,568
r2k1b1r/n4pp1/3n4/1p4Pp/P1P1P2P/1P6/2KQP1b1/RN4NR w - - 2 31,394
r2k1b1r/n4pp1/3Q4/1p4Pp/P1P1P2P/1P6/2K1P1b1/RN4NR b - - 0 31,415
r2k1b1r/n4pp1/8/1p4Pp/P1P1P2P/1PN5/3KP1b1/R5NR b - - 3 33,431
r2k1b1r/n4pp1/8/6Pp/P1p1P2P/1PN5/3KP1b1/R5NR w - - 0 34,-106
r2k1b1r/n4pp1/8/6Pp/P1p1P2P/1PN5/3KP1b1/2R3NR b - - 1 34,561
r4b1r/n3kpp1/8/6Pp/P1p1P2P/1PN5/3KP3/R5Nb w - - 2 36,-565
r4b1r/n3kp2/6p1/6Pp/P1p1P2P/1P6/3KP3/RN4Nb w - - 0 37,-668
r4b1r/n3kp2/6p1/6Pp/P1p1P2P/1P2P3/3K4/RN4Nb b - - 0 37,781
r4b1r/n3kp2/6p1/6Pp/P1p1b2P/1P2P3/3K4/RN4N1 w - - 0 38,-747
r1n2b1r/4kp2/P5p1/6Pp/2p4P/1P1bP3/3K4/RN4N1 w - - 1 40,-592
r1n2b1r/4kp2/P5p1/6Pp/2p4P/1P1bP3/R2K4/1N4N1 b - - 2 40,770
r1n2b1r/5p2/P2k2p1/6Pp/2p4P/1P2PN2/R1bK4/1N6 w - - 5 42,-409
r1n2b2/5p1r/P2k2p1/4N1Pp/2p4P/1P1bP3/1R1K4/1N6 w - - 9 44,-521
r1n2b2/5p1r/P2k2p1/4N1Pp/2p1P2P/1P1b4/1R1K4/1N6 b - - 0 44,722
r1n2b2/5p1r/P2k2p1/4N1Pp/4P2P/1p1b4/1R1K4/1N6 w - - 0 45,-393
r4b2/5p1r/Pn1k2p1/4N1Pp/4P2P/1pNb4/1R1K4/8 w - - 2 46,-500
r4b2/5p1r/Pn1k2p1/6Pp/2N1P2P/1pNb4/1R1K4/8 b - - 3 46,832
r4b2/5p1r/Pn1k2p1/6Pp/2b1P2P/1pN5/1R6/4K3 b - - 1 47,857
r4b2/5p2/Pn2k1pr/6Pp/2b1P2P/1p6/1R6/1N2K3 w - - 4 49,-731
r4b2/5p2/Pn2k1pr/6Pp/2b1P2P/1p6/2R5/1N2K3 b - - 5 49,9992
r4b2/4kp2/Pn4pr/6Pp/2b1P2P/1p6/2R5/1N2K3 w - - 6 50,-741
r4b2/4kp2/Pn4pr/6Pp/2b1P2P/1pR5/8/1N2K3 b - - 7 50,800
5b2/4kp2/rn4pr/6Pp/2b1P2P/1pR5/8/1N2K3 w - - 0 51,-783
5b2/4kp2/rn4pr/6Pp/2b1P2P/1pR5/8/1N1K4 b - - 1 51,878
5b2/4kp2/rn2b1pr/6Pp/4P2P/1pR5/8/1N1K4 w - - 2 52,-745
5b2/4kp2/rn2b1pr/6Pp/2R1P2P/1p6/8/1N1K4 b - - 3 52,949
n4b2/4kp2/r3b1pr/6Pp/2R1P2P/1p6/8/1N1K4 w - - 4 53,-761
n4b2/4kp2/r3b1pr/6Pp/2R1P2P/1p6/8/1N2K3 b - - 5 53,901
n2k1b2/5p2/r3b1pr/6Pp/2R1P2P/1p6/3K4/1N6 b - - 7 54,971
n2k1b2/5p2/1r2b1pr/6Pp/2R1P2P/1p6/3K4/1N6 w - - 8 55,-765
n2k1b2/2R5/1r2bppr/6Pp/4P2P/1p6/3K4/1N6 w - - 0 56,-801
n2k1b2/2R5/1r2b1pr/5pPp/4P2P/1p2K3/8/1N6 w - - 0 57,-795
n2k1b2/2R5/1r2b1pr/5pPp/3KP2P/1p6/8/1N6 b - - 1 57,936
n2k1b2/2R5/3r2pr/3b1pPp/4PK1P/1p6/8/1N6 b - - 5 59,865
rnbqk1r1/ppp1nppp/4p3/2bp4/8/P1N1P1P1/RPPP1P1P/2BQKBNR w Kq - 2 6,84
rnbqk1r1/ppp1nppp/4p3/2bp4/8/P3P1P1/RPPP1P1P/1NBQKBNR b Kq - 3 6,-6
rnbqk1r1/ppp2ppp/4p3/2bp1n2/8/P3P1P1/RPPP1P1P/1NBQKBNR w Kq - 4 7,49
r1bqk1r1/pppn1ppp/4p3/2bp1n2/8/P3PQP1/RPPPKP1P/1NB2BNR b q - 7 8,171
r1b1k1r1/pppn1ppp/4p3/2bp1n2/7q/P2PPQP1/RPP1KP1P/1NB2BNR b q - 0 9,83
r1b1k1r1/pppn1ppp/1b2p3/3p1n2/7q/PP1PPQP1/R1P1KP1P/1NB2BNR b q - 0 10,105
r1bk2r1/pppn1ppp/1b2p3/3p1n2/7q/PP1PPQP1/R1P1KP1P/1NB2BNR w - - 1 11,627
r1bk2r1/pppn1ppp/1b2p3/3p1n2/3PP3/PP3QPq/R1P1KP1P/1NB2BNR b - - 0 12,628
r1bk2r1/pppn1pp1/1b2p2p/3p1n2/3PP3/PP3QPq/R1P1KP1P/1NB2BNR w - - 0 13,376
r1bk2r1/ppp2pp1/1b2p2p/3pnn1Q/P2PP3/1P4Pq/R1P1KP1P/1NB2BNR b - - 2 14,828
r1bk2r1/pppn1pp1/1b2p2p/3p1n1Q/P2PP3/BP4Pq/R1P1KP1P/1N3BNR b - - 4 15,796
r1bk2r1/pppn1pp1/1b2p2p/3p1n1Q/P2PP3/BP4P1/R1P1KP1q/1N3BNR w - - 0 16,576
r1bk2r1/pppn2p1/1b2pp1p/3pP3/P2n4/1P3QP1/RBPK1P1q/1N3BNR w - - 4 20,293
r1bk2r1/pppn2p1/4pp1p/b2pP3/P1Bn4/1P2KQP1/RBP2P1q/1N4NR b - - 7 21,745
r1bk2r1/pppn2p1/4pp1p/b2pP3/P1Bn4/1P2KQP1/RBP2P2/1N4Nq w - - 0 22,84
r1bk2r1/pppn2p1/4pp1p/b2BP3/P2n4/1P2KQP1/RBP2P2/1N4Nq b - - 0 22,955
r1bk2r1/pppn4/4pp1p/b2BP1p1/P2n4/1P2KQP1/RBP2P2/1N4Nq w - - 0 23,225
rnbk2r1/ppp5/4pp1p/b2BP1p1/P2n4/RP2KQP1/1BP2P2/1N4Nq w - - 2 24,386
rnbk2r1/ppp5/4pp1p/b3P1p1/P2nB3/RP2KQP1/1BP2P2/1N4Nq b - - 3 24,818
r1bk2r1/ppp5/n3pp1p/b3P1p1/P2nB3/RP2KQP1/1BP2P2/1N4Nq w - - 4 25,437
r1bk2r1/ppp5/n3pp1p/b2BP1p1/P2n4/RP2KQP1/1BP2P2/1N4Nq b - - 5 25,862
r1bk1r2/ppp5/n3pP1p/b2B2p1/P7/RP1K1nP1/1BP2P2/1N4Nq w - - 2 28,-895
r1bk1r2/ppp2P2/n3p2p/b2B2p1/P7/RP1K1nP1/1BP2P2/1N4Nq b - - 0 28,1177
r1bk1r2/ppp2P2/n3p2p/b2B2p1/P7/RP1K1nP1/1BP2P1q/1N4N1 w - - 1 29,-651
r1bk1r2/ppp2P2/n3p2p/b2B2p1/P7/RPBK1nP1/2P2P1q/1N4N1 b - - 2 29,920
r1bk1r2/ppp2P2/n3p2p/b2B2p1/P7/1PBK1nP1/R1P2P2/1N4q1 b - - 1 30,9990
r1bk1r2/ppp2P2/n3p2p/b2B2p1/P7/1PBK1nP1/R1P2P2/1N2q3 w - - 2 31,-922
rnbk1r2/pBp2PB1/4p2p/b5p1/P7/1P1K2P1/R1P2P1n/1N2q3 w - - 3 33,-880
rn1k1r2/pBpb1P2/4p2p/b5p1/P1P5/1P1K2P1/RB3P1n/1N2q3 b - - 2 34,1083
rn1k1r2/p1pb1P2/4p2p/6p1/P1P5/1PK3P1/RBq2P1n/1N5B w - - 1 37,-464
rn1k1r2/p1pb1P2/4p2p/6p1/P1PK4/1P4P1/RBq2P1n/1N5B b - - 2 37,9993
rn1k1r2/p1pb1P1q/4p2p/6p1/P1PK4/1P4P1/RB3P1n/1N5B w - - 3 38,-780
rn1k1r2/p1pb1P1q/4p2p/6p1/P1PKB3/1P4P1/RB3P1n/1N6 b - - 4 38,909
rn1k1r2/p1pb1P2/4p2p/5qp1/P1PKB3/1P4P1/1B3P1n/RN6 b - - 6 39,857
r2k1r2/p1pb1P2/2B1p1qp/4K1p1/P1P5/1P4P1/1B3P1n/RN6 b - - 0 41,946
r2k1r2/p1pb1P1B/4p3/4K2p/P1P3p1/1P4P1/1B3P1n/RN6 b - - 1 44,362
r1bk1r2/p1p2P1B/4p3/4K2p/P1P3p1/1P4P1/1B3P1n/RN6 w - - 2 45,351
r1bk1r2/p1p2P2/4p3/4K2p/P1P3p1/1P4P1/1BB2P1n/RN6 b - - 3 45,236
r1bk2r1/p1p2P2/4p3/4K2p/P1P3p1/1PN3P1/1BB2P1n/R7 b - - 5 46,-399
r1bk2r1/p4P2/4p3/2p1K2p/P1P3p1/1PN3P1/1BB2P1n/R7 w - - 0 47,1313
r1bk2r1/p4P2/4p3/2p1K2p/P1P3p1/1PN3P1/1BB2P1n/2R5 b - - 1 47,-297
r1bk2r1/p4P2/4p3/2p4p/P1P2Kp1/1PN3P1/1BB2P2/2R2n2 b - - 3 48,-339
r1bk4/p4Pr1/4p3/2p4p/P1P2Kp1/1P4P1/1BB2P2/2RN1n2 b - - 5 49,98
r1bk4/p4P2/4p1r1/2p4p/P1P2Kp1/1P4P1/1BB2P2/2RN1n2 w - - 6 50,977
r1bk4/p4P2/4p1r1/2p4p/P1P2Kp1/1PN3P1/1BB2P2/2R2n2 b - - 7 50,-295
r1bk4/p4Pr1/4p3/2p4p/P1P2Kp1/1PN3P1/1BB2P2/2R2n2 w - - 8 51,1173
r1bk4/p4Pr1/4p3/2p4p/P1P2Kp1/1PN2PP1/1BB5/2R2n2 b - - 0 51,90
1rbk4/p4Pr1/4p3/2p4p/P1P2Kp1/1PN2PP1/1BB5/2R2n2 w - - 1 52,880
1rbk4/p4Pr1/4p1B1/2p4p/P1P2Kp1/1PN2PP1/1B6/2R2n2 b - - 2 52,-280
1rb5/p3kPr1/4p1B1/2p4p/P1P2Kp1/1PN2PP1/1B6/2R2n2 w - - 3 53,280
1rb5/p3kPr1/4p1B1/2p4p/P1P2Kp1/BPN2PP1/8/2R2n2 b - - 4 53,239
r1b5/p3kPr1/4p1B1/2p4p/P1P2Kp1/BPN2PP1/8/2R2n2 w - - 5 54,629
r1b5/p3kPr1/4p1B1/1Np4p/P1P2Kp1/BP3PP1/8/2R2n2 b - - 6 54,19
r1bqkbnr/pp1p1ppp/4p3/n1p5/2PP4/P5P1/1P2PP1P/RNBQKBNR w KQkq - 0 5,82
r1bqkbnr/pp1p1p1p/4p3/n1p3p1/2PP1B2/P5P1/1P2PP1P/RN1QKBNR w KQkq - 0 6,1
r1bqkbnr/pp1p1p1p/4p3/n1p3p1/2PP1B2/P4PP1/1P2P2P/RN1QKBNR b KQkq - 0 6,448
r1b1kbnr/pp1p1p1p/3Bp3/n1p3p1/2PP4/P4qP1/1P2P2P/RNQ1KBNR b KQkq - 1 8,282
1rb1kbnr/pp1p1p1p/3Bp3/n1p3p1/2PP4/P4qP1/1P2P2P/RN1QKBNR b KQk - 3 9,291
1rb1k1nr/pp1p1pbp/3Bp3/n1p3p1/2PP4/P4qP1/1P2P2P/RN1QKBNR w KQk - 4 10,650
1rb1k1nr/pp1p2bp/3Bp3/n1p2pp1/2PP4/P4PP1/1P4BP/RN1QK1NR b KQk - 1 11,-577
1rb1k2r/pp1pn1bp/3Bp3/n1p2pp1/2PP4/P4PP1/1P3KBP/RN1Q2NR b k - 3 12,-430
1rb2rk1/p2pn1bp/1p1Bp3/n1p2pp1/2PP2P1/P4P2/1P3KBP/RN1Q2NR w - - 0 14,493
1rb2rk1/p2pn1bp/1p1Bp3/n1p2pp1/2PP2P1/P4P2/RP3KBP/1N1Q2NR b - - 1 14,-416
1rb2rk1/3pn1bp/pp1Bp3/n1p2pp1/2PP2P1/P4P2/RP3KBP/1N1Q2NR w - - 0 15,545
r1b2rk1/1n1pn1bp/pp2p3/2p2pp1/2PP1BP1/P4P2/RP3KBP/1N1Q2NR w - - 4 17,566
r1b2rk1/1n1pn1bp/pp2p3/2p2pp1/2PP1BP1/P4P2/RP2NKBP/1N1Q3R b - - 5 17,-425
r1b2rkb/1n1pn2p/pp2p3/2p2pp1/2PP1BP1/P4P2/RP2NKBP/1N1Q3R w - - 6 18,643
r1b2rkb/1n1pn2p/pp2p3/2p2pp1/2PP1BP1/P4PN1/RP3KBP/1N1Q3R b - - 7 18,-381
r1b2rkb/1n1pn3/pp2p2p/2p2pp1/2PP1BP1/P4PN1/RP3KBP/1N1Q3R w - - 0 19,574
r1b2rkb/1n1pn3/pp2p2p/2p2p2/2PP1pP1/P2Q1PN1/RP2K1BP/1N5R b - - 1 20,-177
