fen,cp
7r/p4pR1/1p1k1P1p/4p3/2b5/1pP1nK2/P1R1P1r1/1Q3BN1 w - - 2 42,564
7r/p4pR1/1p1k1P1p/4p3/2b5/1pP1nK2/P3P1r1/1QR2BN1 b - - 3 42,-515
7r/p4pR1/1p1k1P1p/4p3/2b5/1pP5/P1n1P1K1/1QR2BN1 b - - 0 43,-555
5r2/p1k2pR1/1p3P1p/4p3/P1b5/1pP3KN/4P3/1QRn1B2 w - - 5 47,777
5r2/p1k2pR1/1p3P1p/4p3/P1b5/1pP4N/4P2K/1QRn1B2 b - - 6 47,-628
5r2/p1k2pR1/bp3P1p/4p3/P7/1pP4N/4P2K/1QRn1B2 w - - 7 48,921
5r2/p1k2pR1/bp3P1p/4p3/P7/1pP4N/4Pn1K/1QR2B2 b - - 10 49,-769
2r5/pbk2pR1/1p3P1p/4p3/P7/1pP5/4PN1K/1QR2B2 w - - 1 51,977
1kr5/pb3pR1/1p3P1p/4p3/P7/1pP5/4P2K/1QR2B1N w - - 3 52,763
1k6/pb3pR1/1p3P1p/2r1p3/P3P3/1pP5/7K/1QR2B1N w - - 1 53,773
1k6/pb3pR1/1p3P1p/4p3/P3P3/1pr5/7K/Q1R2B1N w - - 0 54,9993
1k6/pb3pR1/1p3P1p/4p3/P3P3/1pr3N1/7K/Q1R2B2 b - - 1 54,-941
1k6/pb3pR1/1p3P1p/2r1p3/P3P3/1p4N1/7K/Q1R2B2 w - - 2 55,9995
1k6/p4pR1/1p3P1p/2rbp3/P2QP3/1p4N1/7K/3R1B2 b - - 5 56,-616
1k6/p4pR1/1p3P1p/r2b1N2/P2pP3/1p6/7K/3R1B2 w - - 2 58,640
1k6/p4pR1/1p3P1p/r2b1N2/P2pP3/1p6/7K/R4B2 b - - 3 58,-309
2k5/p4pR1/1p3P1N/r2b4/P2pP3/1p6/7K/R4B2 b - - 0 59,-361
rnbqkbnr/1pp1p1pp/p4p2/3p4/PP6/2P5/3PPPPP/RNBQKBNR w KQkq - 0 4,9
rnbqkbnr/1pp3pp/p4p2/3pp3/PP4P1/2P5/3PPP1P/RNBQKBNR w KQkq - 0 5,-127
rnbqkbnr/1pp3pp/p4p2/3pp3/PP4P1/2P2N2/3PPP1P/RNBQKB1R b KQkq - 1 5,218
rnbq1bnr/1pp1k1pp/p4p2/3pp3/PP4P1/2P2N2/3PPP1P/RNBQKB1R w KQ - 2 6,-72
rnbq1bnr/1pp1k1pp/p4p2/3pp3/PP4P1/2PP1N2/4PP1P/RNBQKB1R b KQ - 0 6,130
rnbq1bnr/1pp1k1pp/5p2/p2pp3/PP4P1/2PP1N2/4PP1P/RNBQKB1R w KQ - 0 7,-63
rnbq1bnr/1pp1k1pp/5p2/p2pp1N1/PP4P1/2PP4/4PP1P/RNBQKB1R b KQ - 1 7,381
1nbq1bnr/rpp1k1p1/5p1p/p2pp1N1/PP4P1/2PPP3/5P1P/RNBQKB1R w KQ - 0 9,-83
1nbq1bnr/rpp1k1p1/5p1p/p2pp1N1/PPP3P1/3PP3/5P1P/RNBQKB1R b KQ - 0 9,445
1nbq1bnr/rpp1k3/5ppp/p2pp3/PPP3P1/3PP2N/5P1P/RNBQKB1R b KQ - 1 10,136
1nbq1bnr/1pp1k3/r4ppp/p2pp3/PPP3P1/3PP2N/5P1P/RNBQKB1R w KQ - 2 11,105
1n1q1bnr/1pp1k3/r4ppp/p2pp3/PPP3b1/3PP2N/3B1P1P/RN1QKB1R w KQ - 0 12,334
1n1qkbnr/1pp5/r4ppp/p2pp3/PPP3b1/2BPP2N/5P1P/RN1QKB1R w KQ - 2 13,271
1n1qkbnr/1pp5/r4ppp/p2p4/PPPBp1b1/3PP2N/5P1P/RN1QKB1R w KQ - 0 14,227
1n1qkbnr/1pp5/r4ppp/p2p4/PPPBp3/3PP2N/R4P1P/1N1bKB1R w K - 0 15,-647
1n1qkbnr/1pp5/r4ppp/pP1p4/P1PBp3/3PP2N/R4P1P/1N1bKB1R b K - 0 15,636
1n1qkbnr/1pp5/2r2ppp/pP1p4/P1PBp3/3PP2N/R4P1P/1N1bKB1R w K - 1 16,-454
1n1qkbnr/1pp5/2r2ppp/pP1p4/P1PBp3/3PP3/R4P1P/1N1bKBNR b K - 2 16,577
1n1qk1nr/1pp3b1/2r2ppp/pP1p4/P1PBp3/3PP3/R4P1P/1N1bKBNR w K - 3 17,-556
1n1qk1nr/1pp3b1/2r2ppp/pP1p4/P1PBp3/3PP3/R4P1P/1N1K1BNR b - - 0 17,564
1n1qk1nr/1pp3b1/2r2pp1/pP1pB2p/P1P1p3/3PP3/R4P1P/1N1K1BNR b - - 1 18,675
1n1qk1nr/1pp3b1/2r3p1/pP1pBp1p/P1P1p3/3PP3/R4P1P/1N1K1BNR w - - 0 19,-353
1n1qk1nr/1pp3b1/5rp1/pP1pBp1p/P1P1p3/3PP2P/R4P2/1N1K1BNR w - - 1 20,-609
1n1qk1nr/1pp3b1/5rp1/pP1pBp1p/P1P1p3/3PP2P/R3NP2/1N1K1B1R b - - 2 20,619
1nq1kbnr/1pB5/5rp1/pP1p1p1p/P1P1p3/3PP2P/R3NP2/1N1K1B1R w - - 1 22,-473
1Bq1kbnr/1p6/1r4p1/pP1p1p1p/P1P1p3/3PP2P/1R2NP2/1N1K1B1R b - - 0 23,516
1Bq2bnr/1p3k2/r5p1/pP1p1p1p/P1P1p3/1R1PP2P/4NP2/1N1K1B1R w - - 3 25,166
1Bq2bnr/1p3k2/r5p1/pP1p1p1p/P1P1p3/1R1PP2P/4NP1R/1N1K1B2 b - - 4 25,378
1B1q1bnr/5k2/rp4p1/pP1p1p1p/P1P1p3/NR1PP2P/4NP1R/3K1B2 w - - 0 27,-177
1B1q1bnr/r4k2/1p4p1/pP1p1p1p/P1P1p3/NR1PP2P/4NPB1/2K4R b - - 5 29,500
1B1q2nr/r4k2/1p4p1/pP1p1p1p/PbP1P3/NR2P2P/4NPB1/2K4R b - - 0 30,370
1B1q2nr/3r1k2/1p4p1/pP1p1p1p/PbP1P3/NR2P2P/4NP2/2K2B1R b - - 2 31,506
1q4nr/3r1k2/1p4p1/pP1p1p1p/PbP1P3/NR2P2P/4NP2/1K3B1R b - - 1 32,537
1q4n1/3r1k1r/1p4p1/pP1P1p1p/PbP5/NR2P2P/4NP2/1K3B1R b - - 0 33,455
1q4n1/3r1k1r/1p4p1/pP1P1p2/PbP4p/NR2P2P/4NP2/1K3B1R w - - 0 34,-329
1q4n1/3r1k1r/1p4p1/pP1P1p2/PbP4p/NR2P2P/4NP2/K4B1R b - - 1 34,423
1q4n1/3rkr2/1p4p1/pPPP4/Pb1N1p1p/NR2P2P/5P2/K4B1R w - - 1 37,442
1q4n1/3rkr2/1p4p1/pPPP4/Pb1N1p1p/NR2P2P/5P2/K4BR1 b - - 2 37,222
1q1r2n1/4kr2/1p4p1/pPPP4/Pb1N1p1p/NR2P2P/5P2/K4BR1 w - - 3 38,319
q2r2n1/4kr2/1pP3p1/pP1P4/Pb1N1p1p/NR2P2P/5P2/K4BR1 w - - 1 39,-114
q2r2n1/4kr2/1pP3p1/pP1P4/Pb1N1p1p/NR2P1RP/5P2/K4B2 b - - 2 39,476
q5n1/4kr2/1pPr2p1/pP1P4/Pb1N1p1p/NR2P1RP/5P2/K4B2 w - - 3 40,-202
q7/4kr2/1pPr1np1/pP1P4/Pb1N1p1p/N1R1P1RP/5P2/K4B2 w - - 5 41,-407
q7/4kr2/1pPr1np1/pP1P1N2/Pb3p1p/N1R1P1RP/5P2/K4B2 b - - 6 41,592
q7/4kr2/1pPr1n2/pP1P1p2/Pb3p1p/N1R1P1RP/5P2/K4B2 w - - 0 42,-586
6q1/4kr2/1pPr1n2/pP1P1p2/Pb3p1p/N3P1RP/5P2/K1R2B2 w - - 2 43,-119
6q1/4kr2/1pPr1nR1/pP1P1p2/Pb3p1p/N3P2P/5P2/K1R2B2 b - - 3 43,534
6q1/4kr2/1pPr2Rn/pP1P1p2/Pb3p1p/N3P2P/1K3P2/2R2B2 w - - 6 45,1
8/4kr1q/1pPr2Rn/pP1P1p2/Pb3p1p/4P2P/1K3P2/1NR2B2 w - - 8 46,-437
8/4kr1q/1pPr2Rn/pP1P1p2/P4p1p/N1b1P2P/1K3P2/2R2B2 w - - 10 47,-390
8/4kr1q/1pPr2Rn/pP1P1p2/P4p1p/N1b1P2P/5P2/1KR2B2 b - - 11 47,444
8/4kr2/1pP1r1qn/pP1P1p2/P3Pp1p/N1b4P/5P2/1KR2B2 w - - 1 49,-384
8/4k1r1/1pP1r1qn/pP1P1p2/P3Pp1p/N1b4P/2K2PB1/2R5 b - - 4 50,664
8/4k1r1/1pP1r1qn/pP1P1p2/P2bPp1p/N6P/2K2PB1/2R5 w - - 5 51,-472
8/4k1r1/1pP3qn/pP1P1p2/P2brp1p/N6P/2K2PB1/1R6 w - - 0 52,-631
8/4k1r1/1pP3qn/pP1P1p2/P1Nbrp1p/7P/2K2PB1/1R6 b - - 1 52,756
4q3/4k1r1/1pP1r2n/pP1P1p2/P1Nb1p1p/7P/2K2PB1/6R1 w - - 4 54,-473
4q3/4k1r1/1pP1r2n/pP1P1p2/P2b1p1p/N6P/2K2PB1/6R1 b - - 5 54,656
4q3/2P1k1r1/1p2r2n/pP1P1p2/P4p1p/N6P/2K2bB1/6R1 b - - 0 55,826
4q3/2P1kr2/1p2r2n/pP1P1p2/P4p1p/N6P/2K2bB1/6R1 w - - 1 56,-525
4q3/2P2r2/1p1Prk1n/pP3p2/P4p1p/N6P/2K2bB1/6R1 w - - 1 57,-632
4q3/2P2r2/1p1Pr1kn/pP3p2/P4p1p/NK5P/5bB1/4R3 b - - 4 58,652
8/2P2r2/1p1Pr1kn/pq3p2/P4p1p/NK5P/5bB1/4R3 w - - 0 59,-13
8/1BP2r2/1p1r2kn/pN3p2/P4p1p/1K5P/5b2/4R3 b - - 1 60,581
1nbqkbnr/rpp1pppp/p2p4/8/8/3P1N2/PPPBPPPP/RN1QKB1R w KQk - 0 4,48
1nbqkbnr/rpp1pppp/p2p4/8/7P/3P1N2/PPPBPPP1/RN1QKB1R b KQk - 0 4,-14
1nbqkb1r/rpp1pppp/p2p3n/8/7P/3P1N2/PPPBPPP1/RN1QKB1R w KQk - 1 5,76
1nbqkb1r/rpp1pppp/p2p3n/8/4P2P/3P1N2/PPPB1PP1/RN1QKB1R b KQk - 0 5,-69
1nbqkb1r/rpp1pppp/p2p4/5n2/4P2P/N2P1N2/PPPB1PP1/R2QKB1R b KQk - 2 6,-149
rnbqkb1r/1pp1pppp/p2p4/5n2/4P2P/N2P1N2/PPPB1PP1/R2QKB1R w KQk - 3 7,457
rnbqkb1r/1pp1pppp/p2p4/5n2/4P2P/N2P1N2/PPPB1PP1/R1Q1KB1R b KQk - 4 7,-100
r1bqkb1r/1pp1pppp/p1np4/5n2/4P2P/N2P1N2/PPPB1PP1/R1Q1KB1R w KQk - 5 8,326
r1b1kb1r/1ppqpppp/p1np4/5n2/4P2P/N2P1N2/PPPBKPP1/R1Q2B1R w k - 7 9,300
r1b1kb1r/1ppqpppp/p1np4/5P2/7P/N2P1N2/PPPBKPP1/R1Q2B1R b k - 0 9,-308
r1bnkb1r/1ppqpppp/p2p4/5P2/3P3P/N4N2/PPPBKPP1/R1Q2B1R b k - 0 10,-357
2bnkb1r/rpp1pppp/p2p4/5q2/3P3P/N3B3/PPP1KPP1/R1Q1NB1R b k - 1 12,-354
2bnkb1r/rppqpppp/p2p4/8/3P3P/N3B3/PPP1KPP1/R1Q1NB1R w k - 2 13,413
2bnkb1r/rppqpppp/p2p4/8/3P3P/N3B2R/PPP1KPP1/R1Q1NB2 b k - 3 13,-334
2bnkb1r/rppqpp1p/p2p2p1/8/3P1P1P/N3B2R/PPP1K1P1/R1Q1NB2 b k - 0 14,-326
2bnkb1r/rpp1pp1p/p2p2p1/5q2/3P1P1P/N3B2R/PPP1K1P1/R1Q1NB2 w k - 1 15,371
2bnkb1r/rpp1pp1p/p2p2p1/5q2/3P1P1P/N6R/PPP1KBP1/R1Q1NB2 b k - 2 15,-201
r1bnkb1r/1pp1pp1p/p2p2p1/5q2/3P1P1P/N6R/PPP1KBP1/R1Q1NB2 w k - 3 16,247
r1bnkb1r/1pp1pp1p/p2p2p1/5q2/3P1P1P/N1R5/PPP1KBP1/R1Q1NB2 b k - 4 16,-192
r1bnk2r/1pp1ppbp/p2p2p1/5q2/1P1P1P1P/N1R5/P1P1KBP1/R1Q1NB2 b k - 0 17,-1
r1bnk2r/1pp1ppbp/p2p2p1/8/1P1P1P1P/N1R5/P1q1KBP1/R1Q1NB2 w k - 0 18,735
r1bnk2r/1pp1p1bp/p2p1pp1/8/1P1P1P1P/N1R1K3/P1q2BP1/R1Q1NB2 w k - 0 19,740
r1bnk2r/1pp1p1bp/p2p1pp1/5q2/1P1P1P1P/N1R1K3/P4BP1/1R1QNB2 b k - 3 20,-129
r1b1k2r/1pp1pnbp/p2p1pp1/8/1P1P1q1P/N1RK4/P4BP1/1R1QNB2 w k - 2 22,-61
r1b1k2r/1pp1pnbp/p2p1pp1/8/1P1P1q1P/NQRK4/P4BP1/1R2NB2 b k - 3 22,513
r1b1k2r/1pp1pnbp/p2p1pp1/4P3/1P5P/NQRK4/P4BP1/1R2NB2 b k - 0 23,-523
r1b1k2r/1pp1pnbp/p2p1p2/4P1p1/1P5P/NQRK4/P4BP1/1R2NB2 w k - 0 24,600
r1b1k2r/1pp1pnbp/p2p1p2/4P1p1/1P5P/NQRK2P1/P4B2/1R2NB2 b k - 0 24,-461
r1bnk2r/1pp1p1bp/p2p1p2/4P1p1/1P5P/NQRK2P1/P4B2/1R2NB2 w k - 1 25,597
r1bnk2r/1pp1p1bp/pB1p1p2/4P1p1/1P5P/NQRK2P1/P7/1R2NB2 b k - 2 25,-483
r2nk2r/1pp1p1bp/pB1p1p2/4P1p1/1P5P/NQRK2Pb/P7/3RNB2 b k - 4 26,-527
r2nk2r/1pp1p1bp/pB3p2/3pP1p1/1P5P/NQRK2Pb/P7/3RNB2 w k - 0 27,717
r2nk2r/1pp1p1bp/p4p2/2BpP1p1/1P5P/NQRK2Pb/P7/3RNB2 b k - 1 27,-467
r2nk1r1/1pp1p1bp/p4p2/2BpP1p1/1P5P/NQRK2Pb/P7/3RNB2 w - - 2 28,853
r2nk1r1/1pp1p1bp/p4p2/2BpP1p1/1P5P/NQR3Pb/P3K3/3RNB2 b - - 3 28,-612
r2nkbr1/1pp1p2p/p4p2/3pP3/1P1B3p/N1R3Pb/P1Q1K3/3RNB2 b - - 1 30,-527
r2nkbr1/1pR4p/p3pp2/3pP3/1P1B3p/N5Pb/P1Q1K3/3RNB2 b - - 0 31,-560
2rnkb2/1pR4p/p3pp2/3pP1r1/1P1B3p/N2K2Pb/P7/2QRNB2 b - - 4 33,-345
r2nk3/1pR3bp/p3p3/3pPp1r/1P1K2Pp/N6b/P5N1/B1QR1B2 w - - 0 38,775
r2n1k2/1p2R1bp/p3p3/3pPp1r/1P1K2Pp/N6b/P5N1/B1QR1B2 w - - 2 39,708
r2n1k2/1p2R1bp/p3p3/3pPpQr/1P1K2Pp/N6b/P5N1/B2R1B2 b - - 3 39,313
r2n3b/1p3k1p/p3p3/3pPp1r/1P1K2PQ/N6b/P5N1/B2R1B2 b - - 0 41,74
r2n1k1b/1p5p/p3p3/3pPp1r/1P1K2PQ/N6b/P5N1/B2R1B2 w - - 1 42,582
r2n4/1p3k1p/p3pb2/1N1pPpr1/1P1K2P1/7b/P4QN1/B3RB2 w - - 7 45,505
r2n4/1p3k1p/p3pb2/1N1pPpr1/1P1K2P1/7b/P1Q3N1/B3RB2 b - - 8 45,-158
r2n4/1p3kbp/p3p3/1N1pPpr1/1P1K2P1/7b/P1Q3N1/B3RB2 w - - 9 46,381
r2nk3/1p5p/p3p3/1N1pQp1r/1P4P1/3K3b/P5N1/BR3B2 b - - 0 49,-624
r2nk3/8/pp2p2p/1N1p1p1r/1P4P1/3K2Qb/P5N1/B2R1B2 b - - 1 51,-439
r2nk3/8/pp2p2p/1N1p3r/1P3pP1/3K3Q/P5N1/B2R1B2 b - - 0 52,-74
r2nk3/8/1p2p2p/1p1p2Pr/1P6/3K1p1Q/P5N1/B2R1B2 w - - 0 54,725
r2nk3/8/1p2p2p/1p1p2PQ/1P6/3K1p2/P5N1/B2R1B2 b - - 0 54,-716
4k3/8/1p1np1Pp/1p1p3Q/1P6/r4p2/P1K3N1/B2R1B2 w - - 3 57,724
8/4k1B1/1p1np1Pp/1p1p4/1P6/r4Q2/P1K3N1/3R1B2 b - - 0 58,-501
8/4k1B1/1p1np1Pp/1p1p4/1P6/5r2/P1K3N1/3R1B2 w - - 0 59,501
8/4k3/1p1np1Pp/1p1pB3/1P6/5r2/P1K3N1/3R1B2 b - - 1 59,-482
8/4kn2/1p2p1Pp/1p1pB3/1P6/5r2/P1K3N1/3R1B2 w - - 2 60,639
8/4kn2/1p2p1Pp/1p1pB3/PP6/5r2/2K3N1/3R1B2 b - - 0 60,-181
r1bqkbnr/ppp1pppp/8/3pn3/2P5/PP3P2/3PP1PP/RNBQKBNR b KQkq - 0 4,114
r1b1kbnr/pppqpppp/8/3p4/2n3P1/PP3P2/3PP2P/RNBQKBNR w KQkq - 1 6,205
r1b1kbnr/pppqpppp/8/3p4/2n3P1/PP3P2/R2PP2P/1NBQKBNR b Kkq - 2 6,177
r1b1kbnr/ppp1pppp/8/3p4/2n3q1/PP3P1P/R2PP3/1NBQKBNR b Kkq - 0 7,9999
r1b1kb1r/ppp1pppp/7n/8/2np2q1/PP1P1P1P/R3P3/1NBQKBNR w Kkq - 1 9,665
r1b1kb1r/ppp1pppp/7n/6B1/2np2q1/PP1P1P1P/R3P3/1N1QKBNR b Kkq - 2 9,9999
r1b1kb1r/pp2pppp/2p4n/6B1/2np2q1/PP1P1P1P/R3P3/1N1QKBNR w Kkq - 0 10,630
r1b1kb1r/pp2pppp/2p4n/6B1/1Pnp2q1/P2P1P1P/R3P3/1N1QKBNR b Kkq - 0 10,9999
r1b1kb1r/1p2pp1p/p1p5/5np1/1Pnp4/P1NP1PBP/1R1QP3/4KBNR b Kkq - 1 15,514
r1b1kb1r/1p2pp1p/p1p5/6p1/1Pnp4/P1NPnPBP/1R2P3/2Q1KBNR b Kkq - 3 16,-314
r3kb1r/1p1bpp1p/p1p5/6p1/1Pnp4/P1NPnPBP/1R2P3/2Q1KBNR w Kkq - 4 17,596
r3kb1r/1p1bpp1p/2p5/1p4p1/2np4/P1NPnPBP/1R2P2R/2Q1KBN1 b kq - 1 18,-142
r3kb1r/1p1bpp1p/2p5/1p4p1/2np4/P1NP1PBP/1R2P2R/2QnKBN1 w kq - 2 19,626
3rkb1r/1p1bpp1p/2p5/1p4p1/2np4/P1NP1P1P/1R2PB1R/2QnKBN1 w k - 4 20,615
3rkb1r/1p1bpp1p/2p5/1p4p1/2np3P/P1NP1P2/1R2PB1R/2QnKBN1 b k - 0 20,-348
3rkb1r/1p1bpp1p/2pn4/1p4p1/3p3P/P1NP1P2/1R2PB1R/2QnKBN1 w k - 1 21,742
3rkb1r/1p1bpp1p/2pn4/1p4p1/3p1P1P/P1NP4/1R2PB1R/2QnKBN1 b k - 0 21,-471
3rkb1r/1p1bp3/2pn1p2/1p3Ppp/3p3P/P1NP3R/1R2Pn2/2Q1KBN1 w k - 0 24,241
3rkb1r/1p1bp3/2pn1p2/1p3Ppp/3p3P/P2P3R/1R2Pn2/2QNKBN1 b k - 1 24,67
3rkb1r/1p1bp3/2pn1p2/1p3Ppp/3p3P/P2P3R/1R2P3/2QnKBN1 w k - 0 25,-10
2r1kbr1/1p1bp3/2pn1p2/1p3Ppp/3p3P/P2PR3/1R1QP3/3nKBN1 b - - 5 27,557
r3k1r1/1p1bp3/2pn1p1b/5Ppp/1p1p3P/PQ1PR3/1R2P3/4KBN1 b - - 1 30,-71
r3k2r/1p1bp3/2pn1p1b/4RPpp/1p1p3P/PQ1P4/1R2P3/4KBN1 b - - 3 31,171
r3kr2/1p1bp3/2pn1p1b/4RPpp/1p1p3P/PQ1P4/1R2P3/4KBN1 w - - 4 32,207
4kr2/r2bp3/1ppnQp1b/R4Ppp/1p1p3P/P2P4/1R2P3/4KBN1 b - - 3 34,361
2b1kr2/r3p3/1ppnQp1b/R4Ppp/1p1p3P/P2P4/1R2P3/4KBN1 w - - 4 35,433
2bk1r2/R3pQ2/1ppn1p1b/5Ppp/1p1p3P/P2P4/1R1KP3/5BN1 b - - 0 38,258
2bkQ1r1/R3p3/1ppn1p1b/5Ppp/1p1p3P/P2P4/1R1KP3/5BN1 b - - 2 39,268
2bkr3/R3p3/1p1n1p1b/2p2Ppp/1p1p3P/P2P1N2/2RKP3/5B2 b - - 1 41,455
3kr3/R2bp3/1p1n1p1b/2p2Ppp/1p5P/P2PpN2/2RK4/5B2 w - - 0 43,-412
4r3/3kp3/1p1n1p1b/5Ppp/1pp4P/P2PpN2/R7/3K1B2 b - - 1 45,539
4r3/3kp1b1/1p1n1p2/5Ppp/1pp4P/P2PpN2/R7/3K1B2 w - - 2 46,-336
4r3/3kp1b1/1p1n1p2/4NPpp/1pp4P/P2Pp3/R7/3K1B2 b - - 3 46,527
2k1r3/4p1b1/1p1n1p2/4NPpp/1pp4P/P2Pp3/R7/3K1B2 w - - 4 47,-281
2k1r3/4p1b1/1p1n1p2/4NP1p/1pp3pP/P2Pp2B/R7/3K4 w - - 0 48,-526
2k1r3/4p1b1/1p1n1p2/4NP1p/1pp3pP/P2Pp2B/6R1/3K4 b - - 1 48,712
2k1r3/4p1b1/1p3p2/5P1p/1pp1n1pP/P2PpN1B/6R1/3K4 b - - 3 49,673
4r3/1k2p1b1/1p3p2/5P1p/1pp1n1pP/P2PpN1B/6R1/3K4 w - - 4 50,-525
4r3/1k2p1b1/1p3p2/5P1p/1pp1n1pP/P2Pp2B/6R1/3KN3 b - - 5 50,653
4r3/1k2p1b1/1p3p2/5P1p/1pp3pP/P2Pp1nB/6R1/3KN3 w - - 6 51,-392
4r3/1k2p1b1/1p3p2/5P1p/1ppP2pP/P3p1nB/6R1/3KN3 b - - 0 51,656
r7/1k2p1b1/1p3p2/5P1p/1ppP2pP/P2Np1nB/6R1/3K4 b - - 2 52,744
2k3r1/4p1b1/1p3p2/5P1p/1ppP2pP/P2Np1nB/1R6/2K5 b - - 6 54,674
2k4r/4p1b1/5p2/1p3P1p/1ppP2pP/P2Np1nB/2R5/2K5 w - - 2 56,-541
2k4r/4p1b1/5p2/1p3P1p/1ppP2pP/P2Np1n1/2R3B1/2K5 b - - 3 56,519
1k5r/4p1b1/5p2/1p3P1p/1ppP2pP/P2Np1n1/2R3B1/2K5 w - - 4 57,-435
Bk5b/4p2r/5p2/1p3P1p/PppPn1pP/3Np3/3R4/2K5 b - - 2 60,775
rnbq1bnr/1ppkpppp/p2p4/8/5P1P/P6N/1PPPP1P1/RNBQKB1R b KQ - 0 4,-24
rnbq1bnr/1pp1pp1p/p1kp4/6p1/5P1P/P6N/1PPPPKP1/RNBQ1B1R w - - 2 6,196
rnbq1bnr/1pp1pp1p/p1kp4/6p1/5P1P/P6N/RPPPPKP1/1NBQ1B1R b - - 3 6,74
rnbq1bnr/1pp1pp1p/p1kp4/8/1P3p1P/P6N/R1PPPKP1/1NBQ1B1R b - - 0 7,133
r1bq1bnr/1ppnpp2/p1k5/3p3p/1P3p1P/P6N/R1PPPKP1/1NBQ1B1R w - - 0 10,-124
r1bq1bnr/1ppnpp2/p1k5/3p3p/1P3N1P/P7/R1PPPKP1/1NBQ1B1R b - - 0 10,221
r1bq1bn1/1ppnpp1r/p1k5/3p3p/1P3N1P/P7/R1PPPKP1/1NBQ1B1R w - - 1 11,-47
r1bq1bn1/1ppnpp1r/p1k5/3p3p/1P5P/P6N/R1PPPKP1/1NBQ1B1R b - - 2 11,119
r1bq1bn1/2pnpp1r/ppk5/3p3p/1P5P/P3K2N/R1PPP1P1/1NBQ1B1R b - - 1 12,258
r1bq1bnr/2pnp3/ppk2p2/7p/1P1K3P/P2P3N/R1P1P1P1/1NBQ1B1R w - - 1 15,59
r1bq1bnr/2pnp3/ppk2p1B/7p/1P1K3P/P2P3N/R1P1P1P1/1N1Q1B1R b - - 2 15,490
r1bq1bnr/2pnp3/p1k2p1B/1p5p/1P1K3P/P2P3N/R1P1P1P1/1N1Q1B1R w - - 0 16,47
r1bq1bn1/2pnp3/p1k2p1r/1p5p/1P1K2PP/P2P3N/R1P1P3/1NQ2B1R b - - 0 17,448
r2q1bn1/1bpnp3/2k2p1r/pp5p/1PPK2PP/P2P3N/R3P3/1NQ2B1R w - - 1 19,-313
r4bn1/1bp5/n1k1pp1r/pp5p/1PP2NPP/P2K4/R3P1R1/1NQ2B2 b - - 2 23,-458
r4b2/1bp1n3/n1k1pp1r/pp5p/1PP2NPP/P2K4/R3P1R1/1NQ2B2 w - - 3 24,550
r4b2/1bp1n2r/n1k1pp2/pp5p/1PP2NPP/P2KQ3/R3P1R1/1N3B2 w - - 5 25,9999
r4b2/1bp1n2r/n1k1pp2/pp5p/1PP3PP/P2KQ2N/R3P1R1/1N3B2 b - - 6 25,-438
r4b2/1bp4r/n1k1pp2/pp1n3p/1PP3PP/P2KQ2N/R3P1R1/1N3B2 w - - 7 26,644
r4b2/1bp4r/n1k1pp2/pp1n3p/1PP3PP/P2KQ3/R3P1R1/1N3BN1 b - - 8 26,333
r4b2/1bp4r/n1k1pp2/1p1n3p/1pP3PP/P2KQ3/R3P1R1/1N3BN1 w - - 0 27,470
r4b2/1bp4r/n1k1pp2/1p1n3p/2P3PP/p2KQ3/4P1R1/RN3BN1 w - - 0 28,376
r4b2/1bp4r/n1k1pp2/1p1n3p/2P1K1PP/p3Q3/4P1R1/RN3BN1 b - - 1 28,532
r4b2/1bp4r/nnk1pp2/1p5p/2P2KPP/p3Q3/4P1R1/RN3BN1 b - - 3 29,193
r4b2/1bp2r2/nnk1pp2/1p5p/2P2KPP/p3Q3/4P1R1/RN3BN1 w - - 4 30,223
r4b2/1bpk1r2/nn2pp2/1P5p/5KPP/p3Q3/4P1R1/RN3BN1 w - - 1 31,-24
r4b2/1bpk1r2/nn2pp2/1P5p/3Q1KPP/p7/4P1R1/RN3BN1 b - - 2 31,28
r4b2/1bpk1r2/4pp2/1P1n3p/1n4PP/3Q2K1/p3P1R1/RN3BN1 w - - 2 34,-192
r4b2/1bpk1r2/4pp2/1P1n3p/1n4PP/2NQ2K1/p3P1R1/R4BN1 b - - 3 34,665
4rb2/1bpk1r2/n3pp2/1P1n3p/6PP/2NQP1K1/p5R1/R4BN1 w - - 1 36,497
4r3/1bpk1r2/n3pp2/1Pbn3p/6PP/2NQP1K1/p3B1R1/R5N1 w - - 3 37,457
4r3/1bpk1r2/n3pp2/1Pbn3p/2Q3PP/2N1P1K1/p3B1R1/R5N1 b - - 4 37,-257
4rr2/1bp5/n2kpp2/1Pbn3p/2Q3PP/2N1P3/p3BKR1/R5N1 w - - 7 39,483
4rr2/1bp5/n2kpp2/1Pbn4/2Q3pP/2N1P3/p4KR1/R4BN1 w - - 0 40,454
4rr2/1bp5/n2kpp2/1Pbn4/2Q3pP/2N1P3/p4KR1/4RBN1 b - - 1 40,0
4rr2/1bp5/n2kpp2/1P1n4/2Q3pP/2N1b3/p4KR1/4RBN1 w - - 0 41,156
4rr2/1bp5/n3pp2/1P1nk3/2Q3pP/2N1b3/p3K1R1/4RBN1 w - - 2 42,361
4rr2/1bp5/nP2pp2/3nk1b1/6pP/2N5/Q3K1R1/4RBN1 b - - 0 43,-221
3r1r2/1bp5/nP2pp2/4k1b1/5QpP/2N5/4K1R1/4RBN1 b - - 0 45,309
3r1r2/1bp5/nP2pp2/6b1/5kpP/2N5/4K1R1/R4BN1 b - - 1 46,380
